14,3.666480302810669
14,3.6968741416931152
14,3.534212589263916
14,3.572816848754883
14,3.627462387084961
3,5.326300621032715
3,5.7642669677734375
3,5.991496562957764
3,5.971690893173218
3,5.99332594871521
7,3.48050594329834
7,3.5566604137420654
7,3.5301859378814697
7,3.5115888118743896
7,3.4613914489746094
2,5.996108531951904
2,6.005765676498413
2,5.994464159011841
2,6.0900022983551025
2,5.919433116912842
15,3.5798466205596924
15,3.6294732093811035
15,3.5108258724212646
15,3.41900372505188
15,3.5827717781066895
1,7.8735737800598145
1,8.096489667892456
1,8.084134340286255
1,8.09505319595337
1,8.009648323059082
4,4.5316526889801025
4,4.422372579574585
4,4.262821912765503
4,4.209533929824829
4,4.2389609813690186
6,3.9850544929504395
6,3.687560558319092
6,3.7316253185272217
6,3.748549699783325
6,3.7233448028564453
9,3.6062748432159424
9,3.5118603706359863
9,3.514284133911133
9,3.5038559436798096
9,3.538790225982666
8,3.200894832611084
8,3.1311583518981934
8,3.168139696121216
8,3.1607301235198975
8,3.1808712482452393
16,3.1412034034729004
16,3.0440914630889893
16,3.0983095169067383
16,3.0750277042388916
16,3.119009256362915
12,3.510713815689087
12,3.6506543159484863
12,3.5702733993530273
12,3.491823434829712
12,3.5704233646392822
10,3.6339468955993652
10,3.6544783115386963
10,3.6539008617401123
10,3.5842552185058594
10,3.5576300621032715
11,3.605984687805176
11,3.5614495277404785
11,3.5972232818603516
11,3.611578941345215
11,3.6027889251708984
5,4.602282762527466
5,4.640996932983398
5,4.7455596923828125
5,4.6845738887786865
5,4.645977258682251
13,3.578439474105835
13,3.6018941402435303
13,3.671192169189453
13,3.6583385467529297
13,3.599496364593506
