category,count,columns,distribution,time,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS,BRANCH_COND_MISPRED_NONSPEC,BRANCH_MISPRED_NONSPEC
pdq_static,16777216,3,random,411464250,9,722,25,31,0,0
pdq_static,16777216,3,random,411564250,8,733,20,24,0,0
pdq_static,16777216,3,random,411664458,11,721,25,32,0,0
pdq_static,16777216,3,random,411767000,10,717,27,31,0,0
pdq_static,16777216,3,random,411864291,11,674,29,32,0,0
pdq_static,16777216,3,random,411964250,12,716,27,32,0,0
pdq_static,16777216,3,random,412064291,10,716,27,35,0,0
pdq_static,16777216,3,random,412164250,10,716,27,33,0,0
pdq_static,16777216,3,random,412264291,7,734,20,22,0,0
pdq_static,16777216,3,random,412364250,9,719,25,30,0,0
pdq_static,16777216,3,random,412464333,11,718,27,33,0,0
pdq_static,16777216,3,random,412564250,11,719,27,31,0,0
pdq_static,16777216,3,random,412664250,12,713,27,32,0,0
pdq_static,16777216,3,random,412764291,12,716,27,33,0,0
pdq_static,16777216,3,random,412864291,12,715,27,32,0,0
pdq_static,16777216,3,random,412964291,12,715,27,29,0,0
pdq_static,16777216,3,random,413064291,8,727,20,22,0,0
pdq_static,16777216,3,random,413164291,12,714,25,32,0,0
pdq_static,16777216,3,random,413264291,12,713,27,37,0,0
pdq_static,16777216,3,random,413364291,12,715,27,37,0,0
pdq_static,16777216,3,random,413464291,12,717,27,38,0,0
pdq_static,16777216,3,random,413564375,12,718,27,37,0,0
pdq_static,16777216,3,random,413667125,11,747,25,33,0,0
pdq_static,16777216,3,random,413764291,12,740,29,33,0,0
pdq_static,16777216,3,random,413864250,12,768,27,36,0,0
pdq_static,16777216,3,random,413964250,14,770,27,34,0,0
pdq_static,16777216,3,random,414064250,12,771,27,33,0,0
pdq_static,16777216,3,random,414164250,12,769,27,36,0,0
pdq_static,16777216,3,random,414264291,12,770,27,32,0,0
pdq_static,16777216,3,random,414364250,12,773,27,32,0,0
pdq_static,16777216,3,random,414464250,13,772,27,36,0,0
pdq_static,16777216,3,random,414564250,12,687,22,32,0,0
pdq_static,16777216,3,random,414664250,12,772,28,32,0,0
pdq_static,16777216,3,random,414764250,10,771,27,32,0,0
pdq_static,16777216,3,random,414864250,14,773,27,38,0,0
pdq_static,16777216,3,random,414964250,11,772,27,32,0,0
pdq_static,16777216,3,random,415064291,12,767,27,35,0,0
pdq_static,16777216,3,random,415164250,12,768,29,34,0,0
pdq_static,16777216,3,random,415264250,10,763,27,28,0,0
pdq_static,16777216,3,random,415364250,13,759,34,41,0,0
pdq_static,16777216,3,random,415464250,12,771,27,31,0,0
pdq_static,16777216,3,random,415564416,12,770,27,36,0,0
pdq_static,16777216,3,random,415664458,10,771,28,30,0,0
pdq_static,16777216,3,random,415767041,12,775,25,33,0,0
pdq_static,16777216,3,random,415864250,12,745,27,32,0,0
pdq_static,16777216,3,random,415964250,11,687,31,29,0,0
pdq_static,16777216,3,random,416064541,12,772,28,34,0,0
pdq_static,16777216,3,random,416164500,12,766,27,30,0,0
pdq_static,16777216,3,random,416264500,12,772,27,34,0,0
pdq_static,16777216,3,random,416364291,12,770,28,37,0,0
pdq_static,16777216,3,random,416464250,12,774,29,36,0,0
pdq_static,16777216,3,random,416564291,12,772,28,35,0,0
pdq_static,16777216,3,random,416664291,12,769,28,30,0,0
pdq_static,16777216,3,random,416764291,12,773,27,36,0,0
pdq_static,16777216,3,random,416864291,11,771,27,32,0,0
pdq_static,16777216,3,random,416964291,11,770,27,32,0,0
pdq_static,16777216,3,random,417064333,10,768,29,29,0,0
pdq_static,16777216,3,random,417164541,15,765,29,45,0,0
pdq_static,16777216,3,random,417267125,11,765,34,50,0,0
pdq_static,16777216,3,random,417364291,11,739,20,31,0,0
pdq_static,16777216,3,random,417464291,11,764,35,32,0,0
pdq_static,16777216,3,random,417564458,12,747,28,34,0,0
pdq_static,16777216,3,random,417664291,9,769,27,29,0,0
pdq_static,16777216,3,random,417764291,12,769,28,34,0,0
pdq_static,16777216,3,random,417864250,10,749,25,30,0,0
pdq_static,16777216,3,random,417964250,14,764,29,36,0,0
pdq_static,16777216,3,random,418064250,12,767,27,34,0,0
pdq_static,16777216,3,random,418164333,9,767,27,28,0,0
pdq_static,16777216,3,random,418264416,12,771,29,32,0,0
pdq_static,16777216,3,random,418367125,13,770,28,35,0,0
pdq_static,16777216,3,random,418464250,9,744,27,28,0,0
pdq_static,16777216,3,random,418564250,11,769,27,34,0,0
pdq_static,16777216,3,random,418664250,11,771,27,31,0,0
pdq_static,16777216,3,random,418764250,11,768,27,34,0,0
pdq_static,16777216,3,random,418864250,12,768,27,33,0,0
pdq_static,16777216,3,random,418964250,12,770,27,33,0,0
pdq_static,16777216,3,random,419064250,12,769,30,35,0,0
pdq_static,16777216,3,random,419164291,12,767,29,30,0,0
pdq_static,16777216,3,random,419264250,14,771,27,32,0,0
pdq_static,16777216,3,random,419364291,16,757,34,41,0,0
pdq_static,16777216,3,random,419464250,12,766,27,33,0,0
pdq_static,16777216,3,random,419567125,12,771,27,34,0,0
pdq_static,16777216,3,random,419664250,11,751,27,32,0,0
pdq_static,16777216,3,random,419764250,12,770,27,35,0,0
pdq_static,16777216,3,random,419864250,12,772,27,35,0,0
pdq_static,16777216,3,random,419964250,10,776,25,31,0,0
pdq_static,16777216,3,random,420064250,11,774,28,32,0,0
pdq_static,16777216,3,random,420164250,11,777,27,29,0,0
pdq_static,16777216,3,random,420264250,12,776,27,36,0,0
pdq_static,16777216,3,random,420364291,10,778,27,29,0,0
pdq_static,16777216,3,random,420464250,11,774,27,32,0,0
pdq_static,16777216,3,random,420564250,10,772,29,32,0,0
pdq_static,16777216,3,random,420664250,16,764,27,47,0,0
pdq_static,16777216,3,random,420764250,12,769,34,50,0,0
pdq_static,16777216,3,random,420864250,11,775,27,33,0,0
pdq_static,16777216,3,random,420964250,12,773,27,33,0,0
pdq_static,16777216,3,random,421064250,12,773,27,34,0,0
pdq_static,16777216,3,random,421264250,12,773,27,35,0,0
pdq_static,16777216,3,random,421464250,12,774,27,39,0,0
pdq_static,16777216,3,random,421567125,12,772,27,31,0,0
pdq_static,16777216,3,random,421664250,12,751,27,30,0,0
pdq_static,16777216,3,random,421764250,12,776,27,32,0,0
pdq_static,16777216,3,random,421864291,12,757,31,30,0,0
pdq_static,16777216,3,random,421964250,12,775,29,30,0,0
pdq_static,16777216,3,random,422064250,15,765,34,43,0,0
pdq_static,16777216,3,random,422164250,12,775,27,30,0,0
pdq_static,16777216,3,random,422264250,12,775,27,32,0,0
pdq_static,16777216,3,random,422364250,12,772,27,30,0,0
pdq_static,16777216,3,random,422464250,12,775,27,34,0,0
pdq_static,16777216,3,random,422564250,12,773,27,31,0,0
pdq_static,16777216,3,random,422664250,12,777,27,32,0,0
pdq_static,16777216,3,random,422764291,12,692,22,36,0,0
pdq_static,16777216,3,random,422864291,12,775,27,37,0,0
pdq_static,16777216,3,random,422964250,12,774,27,35,0,0
pdq_static,16777216,3,random,423064250,12,776,27,33,0,0
pdq_static,16777216,3,random,423164250,11,777,27,34,0,0
pdq_static,16777216,3,random,423264250,10,775,27,30,0,0
pdq_static,16777216,3,random,423364250,9,767,29,28,0,0
pdq_static,16777216,3,random,423464416,11,775,27,34,0,0
pdq_static,16777216,3,random,423567083,14,783,35,42,0,0
pdq_static,16777216,3,random,423664250,10,809,29,30,0,0
pdq_static,16777216,3,random,423764208,11,837,28,33,0,0
pdq_static,16777216,3,random,423864250,13,829,30,34,0,0
pdq_static,16777216,3,random,423964250,11,830,36,44,0,0
pdq_static,16777216,3,random,424064208,11,838,29,32,0,0
pdq_static,16777216,3,random,424164208,11,839,29,30,0,0
pdq_static,16777216,3,random,424264208,16,824,35,47,0,0
pdq_static,16777216,3,random,424364208,12,839,29,33,0,0
pdq_static,16777216,3,random,424464458,12,837,31,33,0,0
pdq_static,16777216,3,random,424564458,16,826,38,44,0,0
pdq_static,16777216,3,random,424664416,12,837,28,30,0,0
pdq_static,16777216,3,random,424767125,12,835,32,34,0,0
pdq_static,16777216,3,random,424864250,15,799,37,41,0,0
pdq_static,16777216,3,random,424964208,12,835,30,32,0,0
pdq_static,16777216,3,random,425073416,12,811,28,34,0,0
pdq_static,16777216,3,random,425164291,11,752,33,34,0,0
pdq_static,16777216,3,random,425264416,12,833,31,32,0,0
pdq_static,16777216,3,random,425367125,14,820,37,43,0,0
pdq_static,16777216,3,random,425464416,11,814,29,34,0,0
pdq_static,16777216,3,random,425564208,11,829,28,32,0,0
pdq_static,16777216,3,random,425664208,15,821,42,45,0,0
pdq_static,16777216,3,random,425764208,12,838,30,32,0,0
pdq_static,16777216,3,random,425864208,10,833,30,30,0,0
pdq_static,16777216,3,random,425964208,16,821,39,44,0,0
pdq_static,16777216,3,random,426064208,9,818,27,29,0,0
pdq_static,16777216,3,random,426164208,10,831,29,31,0,0
pdq_static,16777216,3,random,426264208,11,824,33,32,0,0
pdq_static,16777216,3,random,426364250,15,818,36,47,0,0
pdq_static,16777216,3,random,426464208,11,832,29,30,0,0
pdq_static,16777216,3,random,426564250,9,831,30,28,0,0
pdq_static,16777216,3,random,426664208,14,811,38,43,0,0
pdq_static,16777216,3,random,426764208,12,831,30,34,0,0
pdq_static,16777216,3,random,426864208,10,829,30,31,0,0
pdq_static,16777216,3,random,426964250,11,830,31,32,0,0
pdq_static,16777216,3,random,427064208,16,821,38,47,0,0
pdq_static,16777216,3,random,427164208,12,833,29,38,0,0
pdq_static,16777216,3,random,427264208,13,831,32,40,0,0
pdq_static,16777216,3,random,427364208,16,821,35,49,0,0
pdq_static,16777216,3,random,427464416,11,831,30,33,0,0
pdq_static,16777216,3,random,427564250,12,821,30,30,0,0
pdq_static,16777216,3,random,427664250,12,786,34,32,0,0
