100_asc,6.714474439620972
100_asc,6.7173848152160645
100_asc,6.545225620269775
100_asc,6.703036546707153
100_asc,7.4852259159088135
100_desc,6.892995119094849
100_desc,6.63871693611145
100_desc,6.7352776527404785
100_desc,6.471515893936157
100_desc,6.6837499141693115
10,0.7288994789123535
10,0.689002275466919
10,0.7162833213806152
10,0.7029588222503662
10,0.6845345497131348
20,1.4414570331573486
20,1.4314029216766357
20,1.4607763290405273
20,1.4289352893829346
20,1.3346941471099854
30,2.1351518630981445
30,2.14286208152771
30,2.117415428161621
30,2.1371164321899414
30,2.6962122917175293
40,2.820531129837036
40,2.853924036026001
40,2.8668596744537354
40,2.9148402214050293
40,2.7877676486968994
50,3.466918706893921
50,3.5190000534057617
50,3.505586862564087
50,3.525568962097168
50,3.5811617374420166
60,4.423948287963867
60,4.282428741455078
60,4.284111261367798
60,4.2016119956970215
60,4.163528203964233
70,4.980684280395508
70,5.007189989089966
70,5.072357654571533
70,4.911545753479004
70,4.986067533493042
80,5.8343212604522705
80,5.701836109161377
80,5.614671945571899
80,5.841808080673218
80,5.776571989059448
90,6.424126148223877
90,6.333001613616943
90,6.44536018371582
90,6.398868083953857
90,6.685693979263306
100,7.390474557876587
100,7.100061416625977
100,7.2486889362335205
100,7.120257139205933
100,7.1403069496154785
