20,7.002491235733032
20,6.961661338806152
20,6.884522199630737
20,7.05146336555481
20,6.79630970954895
100,6.906610727310181
100,6.811764478683472
100,6.842446565628052
100,6.9767444133758545
100,6.971400260925293
40,6.796683073043823
40,6.834453344345093
40,7.157733917236328
40,6.94440484046936
40,7.139781713485718
100_asc,34.13671135902405
100_asc,34.42435956001282
100_asc,34.377023696899414
100_asc,33.565194845199585
100_asc,34.00595307350159
30,6.703700542449951
30,6.728074073791504
30,6.747606515884399
30,6.636117219924927
30,7.062372922897339
80,6.866127014160156
80,7.01837944984436
80,7.019882678985596
80,6.853325843811035
80,6.98293924331665
50,6.976014614105225
50,6.945779800415039
50,6.772176742553711
50,6.880153656005859
50,6.890299081802368
70,6.846977949142456
70,6.879481077194214
70,6.9223716259002686
70,6.946488857269287
70,6.936612367630005
90,6.793977975845337
90,7.028613090515137
90,7.034218072891235
90,7.092973947525024
90,6.8187456130981445
10,6.846071243286133
10,6.889156818389893
10,6.858470916748047
10,6.900240182876587
10,6.884750604629517
60,7.206308126449585
60,6.784841775894165
60,6.930030584335327
60,6.886196613311768
60,6.728325605392456
