category,count,columns,col_width,total,sort,scatter,gather
radix,16777216,5,4,1625405098,1266878969,297358426,61167703
pdq_static,16777216,5,4,2607181615,2249408112,297367218,60406285
radix,16777216,5,4,1625470587,1267131503,297427414,60911670
pdq_static,16777216,5,4,2592115420,2234482281,297279755,60353384
radix,16777216,5,4,1625373066,1266905455,297566646,60900965
pdq_static,16777216,5,4,2589083349,2230903681,297489075,60690593
radix,16777216,5,4,1625710536,1267066072,297577614,61066850
pdq_static,16777216,5,4,2593911848,2236277519,297328662,60305667
radix,16777216,6,4,1784736260,1370593087,350642415,63500758
pdq_static,16777216,6,4,2767881224,2355397998,349458971,63024255
radix,16777216,6,4,1781662847,1368238641,349914987,63509219
pdq_static,16777216,6,4,2785305855,2371951414,349987878,63366563
radix,16777216,6,4,1782888026,1369810626,349941361,63136039
pdq_static,16777216,6,4,2767848166,2354715962,349938075,63194129
radix,16777216,6,4,1781923557,1369006804,349807318,63109435
pdq_static,16777216,6,4,2771080449,2358165496,349810270,63104683
radix,16777216,6,4,1782045778,1368679287,349821180,63545311
pdq_static,16777216,6,4,2783334626,2370941248,349677371,62716007
radix,16777216,7,4,1917898977,1440478235,411905744,65514998
pdq_static,16777216,7,4,2786972709,2310072852,411777073,65122784
radix,16777216,7,4,1918821666,1440989811,412090313,65741542
pdq_static,16777216,7,4,2787415201,2310373071,411925090,65117040
radix,16777216,7,4,1918503493,1440910583,411939680,65653230
pdq_static,16777216,7,4,2775328557,2298362203,411596576,65369778
radix,16777216,7,4,1920004429,1441196139,413030684,65777606
pdq_static,16777216,7,4,2773625665,2295747821,412986463,64891381
radix,16777216,7,4,1920541514,1442017639,412998201,65525674
pdq_static,16777216,7,4,2779242896,2300741840,413064159,65436897
