sim,category,count,columns,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS
sort,row,23,1,2145718,11502041,20603064,27282030
sort,row,23,1,2145161,11643724,20622554,27286454
sort,row,23,1,2146196,11536057,20616942,27283752
sort,row,23,1,2149281,11543756,20632942,27340348
sort,row,23,2,88756,28696977,49958614,199045404
sort,row,23,2,88866,28639721,49949412,199044478
sort,row,23,2,89921,29761853,49781568,199012366
sort,row,23,2,91012,29598682,49792878,199104909
sort,row,23,2,89250,28614685,49925892,199270694
sort,row,23,3,16394510,42141652,132575678,182659665
sort,row,23,3,16392886,42032122,132462397,182544196
sort,row,23,3,16392470,42228817,132591486,182655040
sort,row,23,3,16403612,42529700,131688327,182102055
sort,row,23,3,16391800,42179611,132582981,182599257
sort,row,23,4,202787,77907455,151173811,418874702
sort,row,23,4,208063,79453043,147943387,418974344
sort,row,23,4,204331,79245750,148830366,418891879
sort,row,23,4,204322,78464303,148929138,419074192
sort,row,23,4,206754,79325735,148811490,418883610
sort,row,23,5,314709,110816760,196664518,310565681
sort,row,23,5,312691,110189738,197023887,310553001
sort,row,23,5,316040,110758597,197248550,310508087
sort,row,23,5,315998,111273738,196564513,310530802
sort,row,23,5,320352,110071647,196672873,310604019
sort,row,23,6,372366,157466758,321891291,633544224
sort,row,23,6,365740,159177565,322518286,631973784
sort,row,23,6,366554,161398049,322750619,631821826
sort,row,23,6,367278,159688683,322608779,633441054
sort,row,23,6,367565,160401124,322491822,632062859
sort,row,23,7,48699139,203121409,724121330,774436897
sort,row,23,7,48715118,202784667,724171313,774900997
sort,row,23,7,48716311,202826297,724190528,774834337
sort,row,23,7,48716866,203444269,724026792,774257204
sort,row,23,7,48714106,203274691,724152566,774640264
sort,row,23,8,578220,296053854,579126960,785223936
sort,row,23,8,572795,294610843,579523745,786084351
sort,row,23,8,593517,295811222,579649818,785619964
sort,row,23,8,575880,297439265,579294073,784672276
sort,row,23,8,580714,295262425,581028230,785720086
sort,row,24,1,11084783,21150013,41154390,65869572
sort,row,24,1,11081410,21099851,41124186,65859959
sort,row,24,1,11081810,21061215,41186193,65667981
sort,row,24,1,11089199,23216718,40913937,65841992
sort,row,24,1,11095163,23205781,41067506,65999656
sort,row,24,2,183103,58204787,101655134,413879333
sort,row,24,2,178075,58332592,101725593,413876295
sort,row,24,2,179563,57530513,101797649,413995874
sort,row,24,2,183238,58229665,101692707,413914648
sort,row,24,2,183244,58550289,101434854,413932929
sort,row,24,3,46087305,83774739,265109610,384647896
sort,row,24,3,46080262,84451028,264292532,384567141
sort,row,24,3,46096191,83919957,264430210,384581910
sort,row,24,3,46087528,83974178,266182890,385709726
sort,row,24,3,46138588,83793007,265225827,385157862
sort,row,24,4,401931,157101918,307914041,888618074
sort,row,24,4,407300,158301245,308340212,888603850
sort,row,24,4,401563,155879536,310556513,887387038
sort,row,24,4,399747,157558481,306807028,888673004
sort,row,24,4,399495,157717552,306431021,890162544
sort,row,24,5,2340075,221944751,401562615,639385198
sort,row,24,5,2327312,222706997,401240537,639619914
sort,row,24,5,2328532,222520947,401185858,639198039
sort,row,24,5,2332190,222226741,401370485,639373362
sort,row,24,5,2341382,222725071,401432902,639528096
sort,row,24,6,723466,327244953,668620937,1362917408
sort,row,24,6,728267,325695639,665618689,1362894784
sort,row,24,6,736486,326141789,667751580,1363429622
sort,row,24,6,723997,325082648,666640112,1363717173
sort,row,24,6,724754,326304305,668132188,1363669859
sort,row,24,7,133806519,405654587,1460304023,1641689578
sort,row,24,7,133774878,407191003,1459504289,1641347662
sort,row,24,7,133780014,412363737,1457797998,1641362001
sort,row,24,7,133790909,407480721,1459584173,1641495621
sort,row,24,7,133783301,411947340,1457913502,1641096464
sort,row,24,8,1143529,608738537,1203488779,1729886431
sort,row,24,8,1170799,610949342,1203066792,1728392135
sort,row,24,8,1163423,607907368,1204183203,1731576496
sort,row,24,8,1158723,613256628,1202691381,1729773780
sort,row,24,8,1158379,612288534,1203820237,1731857541
sort,row,25,1,49292582,44919195,80676425,166005593
sort,row,25,1,49305654,44687387,80823938,166063386
sort,row,25,1,49302210,42369971,81007660,165590857
sort,row,25,1,49296472,42410681,81048652,165574618
sort,row,25,1,49324880,46572944,80605446,166295927
sort,row,25,2,9395082,119568986,194735816,958686751
sort,row,25,2,9392495,115520969,195622334,958752166
sort,row,25,2,9391513,115921517,196169452,958713956
sort,row,25,2,9403448,116162621,196011223,959363855
sort,row,25,2,9389433,115768262,195863885,959450204
sort,row,25,3,158976581,185440393,333162104,904760489
sort,row,25,3,158953806,185410683,335930953,906050765
sort,row,25,3,158939551,187007352,333868963,905224133
sort,row,25,3,158984704,185067195,336495387,906396735
sort,row,25,3,158939545,185628321,336740932,906441959
sort,row,25,4,1700268,315923503,595524122,2047847375
sort,row,25,4,1704745,315540503,596148857,2047180564
sort,row,25,4,1701041,315460779,597479994,2048084249
sort,row,25,4,1716567,315038847,594301467,2047374065
sort,row,25,4,1708582,315992451,596611602,2047293930
sort,row,25,5,44948823,442107142,786002138,1388956649
sort,row,25,5,44993709,447704279,783675378,1389183620
sort,row,25,5,44939051,444999827,785144825,1388986381
sort,row,25,5,44989426,442081408,786083013,1390039566
sort,row,25,5,44983394,444909944,784939791,1389939926
sort,row,25,6,1573368,660847257,1298976982,3154871049
sort,row,25,6,1571716,659413451,1299595000,3154581316
sort,row,25,6,1599455,663029527,1300404561,3154190982
sort,row,25,6,1565851,659550853,1297566541,3154905720
sort,row,25,6,1571139,661243579,1300160488,3154360836
sort,row,25,7,367539581,875017133,2055545851,3565368622
sort,row,25,7,367559383,877364584,2053042846,3560850066
sort,row,25,7,367501801,879495884,2051681203,3560424276
sort,row,25,7,367553311,878111372,2053121321,3561046564
sort,row,25,7,367723066,884362571,2049646567,3560403246
sort,row,25,8,2448739,1232427331,2355990858,3960450238
sort,row,25,8,2443139,1228513332,2355736134,3963614602
sort,row,25,8,2386370,1227866344,2359614486,3964375193
sort,row,25,8,2418446,1231120574,2354329024,3961039795
sort,row,25,8,2418562,1225070303,2355795117,3956893904
merge,col,10,1,675,21291,2520,3901
merge,col,10,1,695,24953,2748,3825
merge,col,10,1,707,23961,2804,4072
merge,col,10,1,664,23853,2704,3789
merge,col,10,1,648,22154,2793,3895
merge,col,10,2,615,22555,2893,3481
merge,col,10,2,636,26984,3294,4709
merge,col,10,2,714,24368,3104,4048
merge,col,10,2,705,27218,3179,4023
merge,col,10,2,665,26514,3115,4030
merge,col,10,4,634,22357,2603,3757
merge,col,10,4,654,21409,3354,4050
merge,col,10,4,708,23961,2846,4066
merge,col,10,4,629,22158,2651,3525
merge,col,10,4,739,25023,2972,3724
merge,col,10,8,670,21167,2615,3712
merge,col,10,8,710,25410,2916,4047
merge,col,10,8,671,23406,2910,3734
merge,col,10,8,747,26324,3221,4215
merge,col,10,8,663,24977,2866,3745
merge,col,10,16,880,25882,3044,4713
merge,col,10,16,719,19954,3042,4255
merge,col,10,16,630,25269,3048,3944
merge,col,10,16,711,25018,3336,4043
merge,col,10,16,730,23082,2847,3654
merge,col,10,32,735,28912,3771,4514
merge,col,10,32,626,23632,4021,4278
merge,col,10,32,789,26698,4687,4597
merge,col,10,32,713,27192,3560,3920
merge,col,10,32,841,29855,3701,4696
merge,col,10,64,732,33279,5266,5571
merge,col,10,64,767,33158,5039,5075
merge,col,10,64,948,36754,5262,5483
merge,col,10,64,695,29845,4802,4298
merge,col,10,64,859,36641,4923,5269
merge,col,10,96,851,34941,6045,4948
merge,col,10,96,775,35202,5436,4831
merge,col,10,96,821,34870,5778,5349
merge,col,10,96,880,35885,5602,5845
merge,col,10,96,797,35379,6648,5404
merge,col,11,1,583,23941,2667,3500
merge,col,11,1,690,24717,3044,3848
merge,col,11,1,752,25327,2905,3994
merge,col,11,1,759,22736,2535,3913
merge,col,11,1,673,25496,3078,3803
merge,col,11,2,669,17635,2381,3878
merge,col,11,2,665,24176,2858,3890
merge,col,11,2,828,23036,2894,4069
merge,col,11,2,730,22470,2926,3745
merge,col,11,2,774,22579,2586,3989
merge,col,11,4,577,20064,3065,3894
merge,col,11,4,775,23281,2824,4153
merge,col,11,4,701,23305,2947,4270
merge,col,11,4,710,25093,3242,3963
merge,col,11,4,730,28319,3337,4513
merge,col,11,8,705,24311,3078,4002
merge,col,11,8,688,27751,3233,4607
merge,col,11,8,609,26301,3768,4296
merge,col,11,8,668,24784,3052,3812
merge,col,11,8,727,28305,3679,4264
merge,col,11,16,778,29692,5113,5392
merge,col,11,16,697,29512,5123,4263
merge,col,11,16,784,32614,4711,4555
merge,col,11,16,769,29784,4582,4791
merge,col,11,16,630,30792,5276,4862
merge,col,11,32,739,37489,6537,5110
merge,col,11,32,805,35694,7440,5438
merge,col,11,32,636,30691,5869,4559
merge,col,11,32,679,32626,7461,4970
merge,col,11,32,769,32777,5356,5088
merge,col,11,64,747,46502,12587,5946
merge,col,11,64,812,43588,9064,6032
merge,col,11,64,801,44449,9209,6191
merge,col,11,64,895,46152,8264,6575
merge,col,11,64,713,41340,9505,6075
merge,col,11,96,1074,59016,10821,7752
merge,col,11,96,914,53568,11476,7368
merge,col,11,96,883,53393,11548,6867
merge,col,11,96,1000,56918,10326,7218
merge,col,11,96,931,57348,12402,8530
merge,col,12,1,595,20612,2521,3281
merge,col,12,1,593,26093,4230,3891
merge,col,12,1,737,24528,2927,3772
merge,col,12,1,599,26982,4177,4214
merge,col,12,1,703,25940,2987,4169
merge,col,12,2,574,25352,4171,3772
merge,col,12,2,574,23812,3930,4098
merge,col,12,2,593,23088,3802,3693
merge,col,12,2,607,22646,3945,3755
merge,col,12,2,715,27401,3252,3749
merge,col,12,4,606,22788,3949,3482
merge,col,12,4,648,28333,4579,4205
merge,col,12,4,648,26241,3852,4342
merge,col,12,4,591,26781,4500,4043
merge,col,12,4,660,26435,3616,4005
merge,col,12,8,698,30122,4377,5950
merge,col,12,8,735,26501,3403,4025
merge,col,12,8,710,29942,3656,4428
merge,col,12,8,761,29779,3657,4412
merge,col,12,8,572,27301,4031,4412
merge,col,12,16,859,33008,4607,5218
merge,col,12,16,626,32503,6132,4739
merge,col,12,16,693,37610,5780,5147
merge,col,12,16,778,37121,5584,5197
merge,col,12,16,684,33120,5552,5621
merge,col,12,32,845,42448,6433,6110
merge,col,12,32,674,41040,6253,6134
merge,col,12,32,682,43882,6990,7436
merge,col,12,32,788,45945,7288,7043
merge,col,12,32,718,41562,6813,5972
merge,col,12,64,842,67124,11205,9172
merge,col,12,64,1128,66112,9088,9488
merge,col,12,64,1040,66468,8990,8920
merge,col,12,64,1020,63738,8527,10019
merge,col,12,64,906,65488,10272,9289
merge,col,12,96,1180,86847,14283,12618
merge,col,12,96,1178,84064,11111,12879
merge,col,12,96,1107,82862,12132,13051
merge,col,12,96,1077,81820,13454,12829
merge,col,12,96,1144,89133,13339,12783
merge,col,13,1,662,24690,2963,3883
merge,col,13,1,617,24176,3789,4243
merge,col,13,1,709,24200,2800,3916
merge,col,13,1,637,25399,4197,4336
merge,col,13,1,549,24669,4105,3913
merge,col,13,2,711,29086,4136,5924
merge,col,13,2,708,27079,3600,4226
merge,col,13,2,625,23810,4477,3833
merge,col,13,2,652,25221,4556,3905
merge,col,13,2,547,24601,4319,3708
merge,col,13,4,708,27844,3597,4423
merge,col,13,4,626,25811,4302,4037
merge,col,13,4,803,28766,3711,4823
merge,col,13,4,799,30907,3722,4377
merge,col,13,4,566,25134,4451,3676
merge,col,13,8,842,31547,4544,5600
merge,col,13,8,664,31921,5353,4464
merge,col,13,8,682,31262,5115,5518
merge,col,13,8,673,36617,5327,4922
merge,col,13,8,689,34699,5178,4652
merge,col,13,16,791,40951,5560,5741
merge,col,13,16,781,38562,6150,6041
merge,col,13,16,782,41701,5444,5822
merge,col,13,16,855,48887,6471,8468
merge,col,13,16,792,40014,6147,6269
merge,col,13,32,1007,62255,8701,9820
merge,col,13,32,886,61079,9506,9552
merge,col,13,32,1108,63504,8632,9716
merge,col,13,32,896,61056,8596,8391
merge,col,13,32,894,62301,10307,9070
merge,col,13,64,1325,104685,16422,17809
merge,col,13,64,1565,104770,15061,18127
merge,col,13,64,1409,104017,16375,18079
merge,col,13,64,1135,103463,17500,16857
merge,col,13,64,1364,101727,16374,16892
merge,col,13,96,1567,144621,22358,26555
merge,col,13,96,1657,141638,33042,25399
merge,col,13,96,1634,142259,24915,25203
merge,col,13,96,1795,147063,24443,25038
merge,col,13,96,1772,141271,24675,23859
merge,col,14,1,658,24098,3470,3740
merge,col,14,1,614,26523,4741,4084
merge,col,14,1,729,25398,3683,3961
merge,col,14,1,794,28283,3704,4690
merge,col,14,1,546,22486,3949,3653
merge,col,14,2,744,26957,3811,4028
merge,col,14,2,776,27258,4260,4309
merge,col,14,2,626,25086,4216,4113
merge,col,14,2,621,25267,4984,3667
merge,col,14,2,630,28910,4552,4137
merge,col,14,4,745,33392,4334,4992
merge,col,14,4,718,32180,4343,4408
merge,col,14,4,696,35494,5235,4788
merge,col,14,4,699,33960,5230,4438
merge,col,14,4,619,28992,4693,3974
merge,col,14,8,883,41987,5275,5660
merge,col,14,8,798,38935,6019,5262
merge,col,14,8,828,40790,6649,5852
merge,col,14,8,870,41339,5113,5389
merge,col,14,8,932,44906,5497,5834
merge,col,14,16,1008,64718,8318,9306
merge,col,14,16,984,61168,9093,8316
merge,col,14,16,1104,62054,8364,8348
merge,col,14,16,1081,62622,8295,8935
merge,col,14,16,1134,61598,8063,8289
merge,col,14,32,1373,102318,14849,16329
merge,col,14,32,1436,102937,15048,15812
merge,col,14,32,1328,100642,14888,15891
merge,col,14,32,1396,101930,13931,14894
merge,col,14,32,1413,100478,14231,15481
merge,col,14,64,2184,178353,24177,29622
merge,col,14,64,2327,180365,24110,29474
merge,col,14,64,2214,180409,25818,30425
merge,col,14,64,2108,182553,25127,29758
merge,col,14,64,2198,180610,25013,30215
merge,col,14,96,2902,264173,41951,45112
merge,col,14,96,2848,255391,34909,44954
merge,col,14,96,3129,261126,37813,46839
merge,col,14,96,3123,262910,35142,43612
merge,col,14,96,3108,263578,38033,44079
merge,col,15,1,591,27406,4780,3906
merge,col,15,1,678,27012,4917,4059
merge,col,15,1,611,26189,5026,4085
merge,col,15,1,678,30415,5557,4464
merge,col,15,1,615,27238,5551,4185
merge,col,15,2,715,32162,4954,4394
merge,col,15,2,652,30615,6537,4217
merge,col,15,2,722,32168,6320,4452
merge,col,15,2,638,31974,6249,4282
merge,col,15,2,907,34288,5745,4777
merge,col,15,4,805,42011,6064,5461
merge,col,15,4,881,41469,6113,5370
merge,col,15,4,874,44412,5582,5610
merge,col,15,4,781,41910,5558,5107
merge,col,15,4,790,43961,6515,5522
merge,col,15,8,1136,62634,7857,7475
merge,col,15,8,1033,65371,8328,7728
merge,col,15,8,1057,64133,8446,7907
merge,col,15,8,915,58811,7977,7213
merge,col,15,8,1010,62169,8559,7310
merge,col,15,16,1532,103043,12611,15410
merge,col,15,16,1519,102660,12714,14601
merge,col,15,16,1390,99535,13844,13235
merge,col,15,16,1491,100472,12368,13843
merge,col,15,16,1545,98969,12483,14175
merge,col,15,32,2241,178754,23831,29490
merge,col,15,32,2224,175607,22319,28493
merge,col,15,32,2271,179305,22506,28519
merge,col,15,32,2256,175191,21208,28716
merge,col,15,32,2356,173814,21749,29808
merge,col,15,64,3802,338195,46184,55230
merge,col,15,64,3943,331427,40513,54877
merge,col,15,64,3873,333358,39954,55584
merge,col,15,64,3961,334903,41953,58020
merge,col,15,64,3867,337335,44853,52362
merge,col,15,96,5797,496701,62889,82452
merge,col,15,96,5722,492524,60761,84455
merge,col,15,96,5787,487091,60321,82128
merge,col,15,96,6005,492079,61118,80767
merge,col,15,96,5796,487926,62461,80789
merge,col,16,1,782,37271,8186,4940
merge,col,16,1,748,32035,7024,4899
merge,col,16,1,797,33847,5537,4862
merge,col,16,1,743,32705,6591,5374
merge,col,16,1,747,32456,6631,4783
merge,col,16,2,840,40681,8626,5216
merge,col,16,2,800,42450,8931,5446
merge,col,16,2,976,47503,8449,6034
merge,col,16,2,804,40804,8021,5630
merge,col,16,2,969,43436,7676,5699
merge,col,16,4,1043,62555,9079,7437
merge,col,16,4,1053,59655,8450,7552
merge,col,16,4,925,60663,9942,6600
merge,col,16,4,1151,64250,8561,7396
merge,col,16,4,1005,59802,8800,7283
merge,col,16,8,1414,102300,13718,12878
merge,col,16,8,1427,98788,12687,11908
merge,col,16,8,1415,100767,12691,12860
merge,col,16,8,1497,100585,12930,12617
merge,col,16,8,1394,98102,13804,13411
merge,col,16,16,2240,178137,22072,28203
merge,col,16,16,2275,179825,25205,28742
merge,col,16,16,2344,178570,23952,28643
merge,col,16,16,2184,179687,24151,28096
merge,col,16,16,2129,178509,24192,28223
merge,col,16,32,3911,337083,45060,54449
merge,col,16,32,3816,333024,43389,55104
merge,col,16,32,3778,336200,44235,55205
merge,col,16,32,3736,337592,49106,54181
merge,col,16,32,3652,331166,42628,53212
merge,col,16,64,7069,650198,88987,103656
merge,col,16,64,6956,650539,91174,104716
merge,col,16,64,6959,645056,85807,102855
merge,col,16,64,7219,647133,84208,102840
merge,col,16,64,7272,645893,85887,106017
merge,col,16,96,11644,975008,136937,169867
merge,col,16,96,12141,970571,150273,172305
merge,col,16,96,11489,965820,127607,158574
merge,col,16,96,11723,967311,131322,163278
merge,col,16,96,11528,971640,133871,172423
merge,col,17,1,1062,46628,10563,5945
merge,col,17,1,921,45137,9634,5464
merge,col,17,1,891,43177,10897,5495
merge,col,17,1,782,38809,9332,4995
merge,col,17,1,816,40246,11130,5115
merge,col,17,2,1032,64731,13152,7261
merge,col,17,2,953,57767,11397,6286
merge,col,17,2,1027,59923,12313,6947
merge,col,17,2,1070,58626,10496,6735
merge,col,17,2,1066,59988,12054,6372
merge,col,17,4,1419,100194,13552,12169
merge,col,17,4,1518,100221,14307,11418
merge,col,17,4,1547,103710,14197,11839
merge,col,17,4,1400,100611,12945,11419
merge,col,17,4,1544,100007,13328,11845
merge,col,17,8,2365,177287,22306,25881
merge,col,17,8,2219,177609,23619,26045
merge,col,17,8,2240,175954,20912,25845
merge,col,17,8,2192,174802,21436,25758
merge,col,17,8,2292,178514,21126,26628
merge,col,17,16,3797,335693,45112,54802
merge,col,17,16,3893,338698,46631,52508
merge,col,17,16,3946,334820,41839,51673
merge,col,17,16,3922,337881,45648,55827
merge,col,17,16,3948,336562,47098,51741
merge,col,17,32,7155,648374,89194,99974
merge,col,17,32,7097,650036,86370,99021
merge,col,17,32,7163,653096,89670,109263
merge,col,17,32,6944,651753,87654,99871
merge,col,17,32,7150,653639,87349,111453
merge,col,17,64,15702,1282294,177574,223824
merge,col,17,64,15434,1278709,178768,223547
merge,col,17,64,15433,1284421,182052,220177
merge,col,17,64,15564,1280432,179687,224982
merge,col,17,64,15690,1286291,179514,226246
merge,col,17,96,34894,1954019,294119,464398
merge,col,17,96,34922,1945575,307163,484088
merge,col,17,96,34948,1951543,301533,475525
merge,col,17,96,34601,1947105,296188,464408
merge,col,17,96,33718,1957897,318378,463690
merge,col,18,1,1069,65367,18608,6916
merge,col,18,1,1111,62459,18815,6717
merge,col,18,1,1229,63654,17950,7444
merge,col,18,1,1124,64358,18383,7173
merge,col,18,1,1093,65939,17717,7507
merge,col,18,2,1378,100519,23384,10143
merge,col,18,2,1418,98991,22235,9962
merge,col,18,2,1524,98038,18524,10088
merge,col,18,2,1649,101850,22642,11334
merge,col,18,2,1577,102001,22056,10803
merge,col,18,4,2334,172026,22413,23567
merge,col,18,4,2380,173449,24280,24668
merge,col,18,4,2339,173367,23599,22955
merge,col,18,4,2354,170709,21987,23220
merge,col,18,4,2222,171669,23605,22568
merge,col,18,8,4094,328426,40126,49766
merge,col,18,8,4044,327131,39316,47129
merge,col,18,8,4020,328963,38476,47961
merge,col,18,8,4011,331534,39007,48840
merge,col,18,8,3983,332448,39667,48474
merge,col,18,16,7259,646129,82519,96600
merge,col,18,16,7188,646950,87597,95297
merge,col,18,16,7278,649851,85005,97502
merge,col,18,16,7369,651284,84705,101175
merge,col,18,16,7331,651837,86108,97254
merge,col,18,32,14943,1273715,172697,206841
merge,col,18,32,14872,1282583,176522,205649
merge,col,18,32,14881,1279337,178970,203473
merge,col,18,32,14908,1281575,178500,213170
merge,col,18,32,14481,1269133,171216,202359
merge,col,18,64,68852,2606813,424197,850266
merge,col,18,64,67743,2610827,427834,851323
merge,col,18,64,68018,2607613,424969,842809
merge,col,18,64,68444,2611339,426929,842220
merge,col,18,64,68159,2608006,428056,839209
merge,col,18,96,105572,3947025,660155,1309113
merge,col,18,96,106435,3947843,659130,1313707
merge,col,18,96,104822,3953392,662798,1335029
merge,col,18,96,105034,3929979,645137,1313363
merge,col,18,96,105599,3928199,636261,1282325
merge,col,19,1,1555,103273,29515,9763
merge,col,19,1,1508,108355,36179,10422
merge,col,19,1,1611,103156,33815,10065
merge,col,19,1,1506,105043,32172,9947
merge,col,19,1,1494,106276,33072,10144
merge,col,19,2,2369,178728,41231,17560
merge,col,19,2,2393,179028,40808,17630
merge,col,19,2,2443,181922,41259,17637
merge,col,19,2,2457,180807,42244,17061
merge,col,19,2,2454,176187,35754,17368
merge,col,19,4,4114,327748,44250,42352
merge,col,19,4,3959,323475,41881,41224
merge,col,19,4,4032,325578,42569,43263
merge,col,19,4,4141,325379,42977,42131
merge,col,19,4,4096,326807,43752,41791
merge,col,19,8,7548,641222,75070,93380
merge,col,19,8,7438,636799,75967,93993
merge,col,19,8,7499,637890,77500,91479
merge,col,19,8,7363,633984,72740,87613
merge,col,19,8,7406,634243,72534,91051
merge,col,19,16,14733,1275378,171603,192214
merge,col,19,16,14347,1275500,171136,192946
merge,col,19,16,14374,1268385,168391,190695
merge,col,19,16,14540,1269998,169279,190375
merge,col,19,16,14606,1279453,173740,203531
merge,col,19,32,68271,2575215,414914,809033
merge,col,19,32,68641,2594787,426355,808456
merge,col,19,32,68225,2580629,414067,810995
merge,col,19,32,68531,2582672,436780,844371
merge,col,19,32,68339,2577699,414485,824156
merge,col,19,64,142739,5190769,838299,1743202
merge,col,19,64,141540,5189616,841137,1730283
merge,col,19,64,141958,5188214,838419,1710040
merge,col,19,64,141037,5188009,837830,1695123
merge,col,19,64,141115,5196166,848209,1740558
merge,col,19,96,211996,7825850,1292662,2615849
merge,col,19,96,211360,7838064,1299319,2627422
merge,col,19,96,210453,7824170,1329398,2620994
merge,col,19,96,211659,7834213,1304033,2630328
merge,col,19,96,210330,7825024,1288516,2627733
merge,col,20,1,2539,197483,68936,17557
merge,col,20,1,2501,191398,64211,17248
merge,col,20,1,2582,186786,61466,16399
merge,col,20,1,2431,184953,61857,17272
merge,col,20,1,2494,191002,65625,17182
merge,col,20,2,4175,344447,74431,31146
merge,col,20,2,4060,346589,80299,30577
merge,col,20,2,4148,341181,77379,31385
merge,col,20,2,4091,341981,74906,30488
merge,col,20,2,4262,342918,75844,31286
merge,col,20,4,7581,630861,87468,81698
merge,col,20,4,7626,619443,81770,79034
merge,col,20,4,7473,627107,86892,80879
merge,col,20,4,7617,629516,85534,82231
merge,col,20,4,7509,626855,84440,78683
merge,col,20,8,14400,1241662,151880,176725
merge,col,20,8,14550,1244845,151883,184367
merge,col,20,8,14566,1246697,147025,178669
merge,col,20,8,14639,1250651,156559,197813
merge,col,20,8,14738,1244770,154404,178057
merge,col,20,16,68049,2584069,420422,785818
merge,col,20,16,68220,2564955,406121,781652
merge,col,20,16,68023,2562810,407621,769399
merge,col,20,16,67919,2584463,437867,792735
merge,col,20,16,68711,2569932,412189,796815
merge,col,20,32,143350,5164480,850578,1687760
merge,col,20,32,142632,5154306,838287,1694030
merge,col,20,32,142940,5165835,841618,1684863
merge,col,20,32,142530,5158904,850056,1681918
merge,col,20,32,142694,5160613,876675,1700297
merge,col,20,64,273932,10131142,1755917,3491601
merge,col,20,64,283410,10396551,1797270,3503023
merge,col,20,64,286008,10395330,1804571,3475275
merge,col,20,64,283278,10402293,1770589,3502106
merge,col,20,64,283695,10406859,1741867,3480061
merge,col,20,96,422125,15678285,2725674,5313445
merge,col,20,96,420155,15716641,2800346,5316614
merge,col,20,96,420510,15725913,2813154,5330912
merge,col,20,96,419609,15710104,2808763,5348658
merge,col,20,96,423379,15691980,2706905,5219231
merge,col,21,1,4541,371139,119990,30757
merge,col,21,1,4487,368096,122607,29681
merge,col,21,1,4446,382670,123125,30209
merge,col,21,1,4578,384384,120570,30252
merge,col,21,1,4518,376433,117792,31601
merge,col,21,2,7861,669732,152080,60258
merge,col,21,2,7729,663638,150464,59596
merge,col,21,2,7679,658735,142939,56900
merge,col,21,2,7811,660434,149347,57487
merge,col,21,2,7971,668061,153582,58514
merge,col,21,4,14367,1226038,185212,156862
merge,col,21,4,14252,1234014,184358,155264
merge,col,21,4,14083,1232071,184469,153123
merge,col,21,4,14392,1236203,183860,156430
merge,col,21,4,14378,1232087,181819,155431
merge,col,21,8,53757,2493777,329026,545566
merge,col,21,8,53751,2484951,327427,548732
merge,col,21,8,53872,2491554,318715,549251
merge,col,21,8,53880,2490997,330373,548496
merge,col,21,8,53517,2472521,331498,546521
merge,col,21,16,144587,5173812,859784,1676250
merge,col,21,16,144579,5177496,867578,1662529
merge,col,21,16,144003,5146587,834357,1657774
merge,col,21,16,144401,5144590,877274,1655607
merge,col,21,16,143423,5152110,879073,1656983
merge,col,21,32,285993,10383509,1824268,3499580
merge,col,21,32,286929,10431099,1797876,3512323
merge,col,21,32,286786,10415323,1832227,3548382
merge,col,21,32,288055,10399997,1777340,3490890
merge,col,21,32,283830,10291090,1801583,3461621
merge,col,21,64,563865,20843754,3643182,7338267
merge,col,21,64,566771,20858051,3653025,7400738
merge,col,21,64,564974,20840088,3685863,7315767
merge,col,21,64,566911,20869127,3675698,7345016
merge,col,21,64,568812,20850735,3708588,7387885
merge,col,21,96,841711,31662101,5647227,11089930
merge,col,21,96,843318,31517346,5663163,11087410
merge,col,21,96,839289,31580878,5605298,11023404
merge,col,21,96,840815,31541983,5587427,10947067
merge,col,21,96,842294,31531188,5648578,10939559
merge,col,22,1,8270,691412,233150,55117
merge,col,22,1,8393,714160,252296,58585
merge,col,22,1,8291,696904,243309,55006
merge,col,22,1,8143,679023,229947,54166
merge,col,22,1,8261,694780,240665,56538
merge,col,22,2,14875,1265059,291679,108786
merge,col,22,2,15122,1262102,291907,114732
merge,col,22,2,14787,1268577,284990,120880
merge,col,22,2,14739,1259719,290854,110111
merge,col,22,2,14850,1271638,297217,111649
merge,col,22,4,27917,2426908,380812,295060
merge,col,22,4,27792,2419783,368180,292788
merge,col,22,4,27799,2401129,355888,291219
merge,col,22,4,28234,2412527,375095,289944
merge,col,22,4,27923,2408277,365721,291473
merge,col,22,8,95133,4937760,648728,1013600
merge,col,22,8,95079,4975916,671982,961611
merge,col,22,8,94663,4982162,716401,1007399
merge,col,22,8,94917,4962524,696421,1016495
merge,col,22,8,94570,4924390,680446,1009801
merge,col,22,16,238189,10275077,1463280,2677777
merge,col,22,16,250992,10293121,1532010,2880202
merge,col,22,16,242129,10426881,1564354,3004493
merge,col,22,16,284272,10296660,1727661,3488465
merge,col,22,16,242002,10329561,1567533,2769407
merge,col,22,32,526721,20858069,3410638,6784111
merge,col,22,32,551533,20823124,3613025,7291806
merge,col,22,32,572570,20864534,3819203,7847159
merge,col,22,32,547238,20883522,3633976,7250505
merge,col,22,32,540579,20935326,3652309,7181081
merge,col,22,64,1123863,41778792,7299683,15331359
merge,col,22,64,1110745,41947952,7441033,15073880
merge,col,22,64,1101602,41874663,7330522,15498026
merge,col,22,64,1116471,41787369,7330590,15212391
merge,col,22,64,1111046,41773548,7299338,15272229
merge,col,22,96,1668834,63300581,11423007,23587992
merge,col,22,96,1670059,63187302,11386064,23114371
