sim,category,count,columns,L2_TLB_MISS_DATA,L1D_CACHE_MISS_LD,L1D_CACHE_MISS_ST,L1D_TLB_MISS
reorder,row,22,8,2944588,31295730,82049352,36189745
reorder,row,22,8,2910952,31301702,82323280,36171915
reorder,row,22,8,3031463,31438086,82141253,36371755
reorder,row,22,8,2926680,31339545,82189492,36216783
reorder,row,22,16,3634586,51680499,136726646,43479595
reorder,row,22,16,3988961,52277721,136246557,45150640
reorder,row,22,16,4356412,51832734,136541594,45857466
reorder,row,22,16,3972287,51619564,136432471,45069628
reorder,row,22,16,3876827,51875454,133151423,45138476
reorder,row,22,32,4590628,181600809,331021217,66764378
reorder,row,22,32,4617047,186582269,330730290,66709038
reorder,row,22,32,4569492,185694854,328946136,66728365
reorder,row,22,32,4273985,187476786,330412856,65295867
reorder,row,22,32,4727612,184382844,329439769,65974381
reorder,row,22,64,5536452,687301084,591126461,105683379
reorder,row,22,64,5622439,688211859,591264416,104716901
reorder,row,22,64,5905899,689645083,591139462,105650816
reorder,row,22,64,5704818,682140278,588994193,102505319
reorder,row,22,64,5537540,686194569,591135278,104662933
reorder,row,22,96,5819669,688807262,1442443923,141524543
reorder,row,22,96,5823077,688883717,1446833791,141652306
reorder,row,22,96,5924204,690801653,1441422866,142451548
reorder,row,22,96,5891328,676763272,1446039783,145058052
reorder,row,22,96,5796042,686541102,1437544233,144588037
reorder,row,23,1,412112,46369410,95772697,46153768
reorder,row,23,1,410668,46372199,95875279,46152428
reorder,row,23,1,406787,46369243,95857877,46145992
reorder,row,23,1,408115,46359756,95764238,46129915
reorder,row,23,1,409549,46369789,95825034,46146199
reorder,row,23,2,2825354,23588946,50037599,26715494
reorder,row,23,2,2851742,23465759,50050990,26773479
reorder,row,23,2,2836835,23446541,49992323,26736239
reorder,row,23,2,2721804,23594182,49974096,26511136
reorder,row,23,2,2763030,23491619,50047362,26585915
reorder,row,23,4,5940981,36330604,86036031,44743999
reorder,row,23,4,5976563,36707030,87166291,45123570
reorder,row,23,4,6187883,36969513,87389395,45473102
reorder,row,23,4,6058927,36803166,87249162,45237475
reorder,row,23,4,5970137,36685671,87362421,45111992
reorder,row,23,8,7844828,62599613,164072630,80435092
reorder,row,23,8,7449996,62624913,164154261,79763626
reorder,row,23,8,7565058,62824220,164237860,79942933
reorder,row,23,8,7876136,62701705,164516732,80578670
reorder,row,23,8,7927890,62542024,164363514,80581366
reorder,row,23,16,8670498,103965076,273552232,93990366
reorder,row,23,16,8658443,103124356,273880733,93768658
reorder,row,23,16,8996211,103515333,273487898,94546810
reorder,row,23,16,9092170,103785992,273548108,94508738
reorder,row,23,16,8352214,103501800,273357300,93510447
reorder,row,23,32,9220147,368885628,661623075,140496232
reorder,row,23,32,9558989,374543956,664765927,141901162
reorder,row,23,32,9689337,376607690,660417462,143556051
reorder,row,23,32,9704039,377910075,668821895,145929392
reorder,row,23,32,9852350,373850379,663088855,149975917
reorder,row,23,64,10961756,1373099765,1181414691,239596219
reorder,row,23,64,11467155,1371929149,1181719360,238038239
reorder,row,23,64,11510271,1371926251,1178795669,237097307
reorder,row,23,64,11399870,1370104649,1178356106,238809169
reorder,row,23,64,10805830,1371308143,1180833362,232780533
reorder,row,23,96,12379303,1384015779,2875160904,329955166
reorder,row,23,96,12739160,1405373733,2881376052,330429831
reorder,row,23,96,12313721,1423320210,2895233644,328383253
reorder,row,23,96,11981830,1405428469,2846123022,329266943
reorder,row,23,96,12458206,1379318712,2866591488,331706961
reorder,row,24,1,9005655,92121828,186894882,124498790
reorder,row,24,1,8995349,93241172,191172077,125533055
reorder,row,24,1,8990394,93215922,191248754,125665903
reorder,row,24,1,8983614,93276964,191104286,125568969
reorder,row,24,1,8993122,93301551,190994821,125543770
reorder,row,24,2,15663738,47117253,99899855,70299181
reorder,row,24,2,15551263,46758769,98476229,69676901
reorder,row,24,2,15574687,47085631,99920313,70131910
reorder,row,24,2,15331724,47109931,99124947,69713709
reorder,row,24,2,15401132,47099629,99751413,69812996
reorder,row,24,4,18935767,73460984,174299100,105994222
reorder,row,24,4,19020772,73772713,174674142,106041137
reorder,row,24,4,18767399,73473330,174577958,105614065
reorder,row,24,4,18932624,73687380,174819756,105891637
reorder,row,24,4,18801402,73788956,173664668,105571929
reorder,row,24,8,20436211,125459049,328440623,174610494
reorder,row,24,8,20593835,125450755,328247488,174743050
reorder,row,24,8,21112047,125679953,327787007,174928482
reorder,row,24,8,20611659,125336177,329134995,174301581
reorder,row,24,8,20594901,125413227,329485383,174980378
reorder,row,24,16,23442205,212152103,539788921,219570089
reorder,row,24,16,23662150,209552605,541220551,210601332
reorder,row,24,16,22328582,212186690,539820202,217396995
reorder,row,24,16,22203268,212132051,540951753,218239742
reorder,row,24,16,21442164,211389634,540588159,215486654
reorder,row,24,32,22727739,739341791,1317497899,303236979
reorder,row,24,32,24012480,753677095,1316549066,305956730
reorder,row,24,32,23080704,764091803,1312349076,304537158
reorder,row,24,32,23655986,750388260,1316735362,302562860
reorder,row,24,32,23916058,746747066,1319189124,305298085
reorder,row,24,64,29603520,2743167855,2289015507,536587172
reorder,row,24,64,27898752,2739692035,2290735046,530226495
reorder,row,24,64,27991260,2742504367,2293522793,530303974
reorder,row,24,64,29597848,2740256832,2292565341,527849245
reorder,row,24,64,28675004,2743294682,2293024380,536370965
reorder,row,24,96,30012168,2884761963,5638858406,791598011
reorder,row,24,96,29523058,2867116229,5691130850,782312628
reorder,row,24,96,29507608,2831224731,5637167820,787479746
reorder,row,24,96,29788605,2746742963,5563078298,792586526
reorder,row,24,96,30369665,2766259188,5556107930,794077435
reorder,row,25,1,38164272,185968609,379009887,320161709
reorder,row,25,1,38306840,187039254,381740276,321774025
reorder,row,25,1,38299410,186974200,381953427,321706819
reorder,row,25,1,38298641,186911972,382143587,321755406
reorder,row,25,1,38292130,186950765,382193892,321884387
reorder,row,25,2,45244055,94949771,199942434,165442283
reorder,row,25,2,44904974,95063583,199994328,164945270
reorder,row,25,2,45841677,94969876,200281821,166603141
reorder,row,25,2,45238618,94553107,199976165,165406418
reorder,row,25,2,45110820,94932063,199794252,165287648
reorder,row,25,4,48690544,147685305,348920968,235207181
reorder,row,25,4,48833260,147165452,348881375,235151648
reorder,row,25,4,48804468,148161133,349556164,235420639
reorder,row,25,4,48799638,147806558,349241578,235338217
reorder,row,25,4,48911619,147628324,349261138,235489178
reorder,row,25,8,50765286,251226782,653971612,374023568
reorder,row,25,8,50735509,251767515,653061515,374104538
reorder,row,25,8,51232539,251695641,653266516,375128092
reorder,row,25,8,51654585,252405392,655249103,375842050
reorder,row,25,8,51785806,252013425,652797460,375590160
reorder,row,25,16,55455058,426831121,1075049478,471250925
reorder,row,25,16,52579695,422348753,1074836363,451014828
reorder,row,25,16,53467215,424020476,1075891520,452453540
reorder,row,25,16,53900696,421893247,1071913754,456326602
reorder,row,25,16,52746026,423292301,1075627211,455223364
reorder,row,25,32,58412218,1510124752,2518036399,660197554
reorder,row,25,32,56093623,1498202268,2513598171,669837593
reorder,row,25,32,58338409,1511418976,2521708639,665884351
reorder,row,25,32,57058469,1494891733,2518102563,670663067
reorder,row,25,32,57429747,1467737604,2514340035,670216872
reorder,row,25,64,68310905,5448391593,4170717419,1342256659
reorder,row,25,64,69832242,5445461014,4166166415,1349597822
reorder,row,25,64,70071033,5445626298,4172834554,1351431874
reorder,row,25,64,69491138,5445282105,4173804880,1346489399
reorder,row,25,64,69661423,5448023243,4175179529,1348618967
reorder,row,25,96,100608246,5799885305,10843892137,2174963746
reorder,row,25,96,100142087,5773083729,10743070436,2178697589
reorder,row,25,96,101074581,5545029483,10696533316,2156233017
reorder,row,25,96,100597419,5714263088,10816491681,2166654227
reorder,row,25,96,101053961,5715526238,10810173024,2167733027
comparator,col,10,1,610,23429,4083,3875
comparator,col,10,1,569,22479,4017,3271
comparator,col,10,1,702,25350,3308,4363
comparator,col,10,1,673,22377,2904,3608
comparator,col,10,1,760,25657,3047,4375
comparator,col,10,2,641,26932,4234,4347
comparator,col,10,2,553,21778,4010,3833
comparator,col,10,2,652,21326,2823,3477
comparator,col,10,2,539,22548,3900,3314
comparator,col,10,2,665,23825,2976,4080
comparator,col,10,3,707,24928,4207,4070
comparator,col,10,3,624,22199,2961,3843
comparator,col,10,3,567,24135,4022,3729
comparator,col,10,3,615,24364,4258,3919
comparator,col,10,3,630,23532,3856,4012
comparator,col,10,4,752,24721,3053,4168
comparator,col,10,4,688,24369,3131,4019
comparator,col,10,4,657,21783,3887,3779
comparator,col,10,4,737,25300,3500,4261
comparator,col,10,4,743,23769,3204,3809
comparator,col,10,5,621,23531,4106,4098
comparator,col,10,5,777,24408,3119,4060
comparator,col,10,5,662,20904,2898,3355
comparator,col,10,5,749,26276,3275,4140
comparator,col,10,5,749,20609,2905,3596
comparator,col,10,6,670,24764,4052,4424
comparator,col,10,6,614,24104,4073,3975
comparator,col,10,6,710,23316,2827,3961
comparator,col,10,6,568,22572,3990,4028
comparator,col,10,6,647,23709,4204,3766
comparator,col,10,7,688,22956,3355,3765
comparator,col,10,7,717,24602,3726,4202
comparator,col,10,7,755,23201,2956,4363
comparator,col,10,7,678,27233,3639,4258
comparator,col,10,7,577,20769,3760,3371
comparator,col,10,8,641,27195,3736,3813
comparator,col,10,8,622,25125,4138,3837
comparator,col,10,8,523,21299,3728,3195
comparator,col,10,8,606,21628,3928,3579
comparator,col,10,8,584,22208,3743,3721
comparator,col,11,1,691,22131,3155,4051
comparator,col,11,1,770,24812,3475,4298
comparator,col,11,1,638,22010,3365,3610
comparator,col,11,1,561,20443,4040,3364
comparator,col,11,1,773,23496,3366,4746
comparator,col,11,2,670,25422,3256,4360
comparator,col,11,2,609,27199,4493,3950
comparator,col,11,2,571,21682,3002,3343
comparator,col,11,2,549,23690,4336,3758
comparator,col,11,2,700,23226,3554,3567
comparator,col,11,3,688,25647,3515,3705
comparator,col,11,3,619,25463,4536,4364
comparator,col,11,3,679,24262,4483,3856
comparator,col,11,3,695,17190,3134,3547
comparator,col,11,3,632,25134,4402,4174
comparator,col,11,4,597,21875,4108,3715
comparator,col,11,4,709,25289,4717,4050
comparator,col,11,4,637,21468,3988,3901
comparator,col,11,4,793,23204,3395,4433
comparator,col,11,4,750,24972,3459,4209
comparator,col,11,5,784,27771,3752,4497
comparator,col,11,5,765,21107,3317,3766
comparator,col,11,5,765,26308,3607,3914
comparator,col,11,5,640,28361,4695,4164
comparator,col,11,5,696,21908,4491,3803
comparator,col,11,6,851,25450,3586,4626
comparator,col,11,6,665,21103,4224,3609
comparator,col,11,6,639,22904,4240,3757
comparator,col,11,6,886,22551,3309,4399
comparator,col,11,6,689,21994,4334,3821
comparator,col,11,7,799,28256,4648,4607
comparator,col,11,7,780,26295,3515,4520
comparator,col,11,7,798,24380,3528,4513
comparator,col,11,7,750,26776,4774,4267
comparator,col,11,7,912,24489,3763,4753
comparator,col,11,8,669,27455,4531,4265
comparator,col,11,8,673,23655,3375,3794
comparator,col,11,8,705,23523,4409,4167
comparator,col,11,8,770,21189,3323,4033
comparator,col,11,8,713,22275,4586,3833
comparator,col,12,1,625,24579,3926,3631
comparator,col,12,1,647,21855,4401,3897
comparator,col,12,1,643,22127,3841,3467
comparator,col,12,1,584,21961,4659,3408
comparator,col,12,1,666,24382,3762,3699
comparator,col,12,2,588,22915,4806,3833
comparator,col,12,2,554,22568,4737,3637
comparator,col,12,2,611,22705,3816,3641
comparator,col,12,2,607,26964,5016,4083
comparator,col,12,2,567,23945,4835,3599
comparator,col,12,3,562,22821,4682,3880
comparator,col,12,3,703,26658,4165,4134
comparator,col,12,3,615,23214,4781,3783
comparator,col,12,3,662,28097,4153,4273
comparator,col,12,3,587,25035,4772,3580
comparator,col,12,4,634,27014,5187,4116
comparator,col,12,4,753,28150,4957,5642
comparator,col,12,4,720,25948,4600,3890
comparator,col,12,4,606,25533,5167,3785
comparator,col,12,4,705,28134,4325,3978
comparator,col,12,5,541,23219,4811,3365
comparator,col,12,5,728,29355,5090,4082
comparator,col,12,5,629,24531,5112,4057
comparator,col,12,5,725,25406,5202,4314
comparator,col,12,5,689,28203,4222,4313
comparator,col,12,6,678,25845,4149,3827
comparator,col,12,6,677,25659,4326,4224
comparator,col,12,6,665,25495,4810,3787
comparator,col,12,6,571,27204,5187,3777
comparator,col,12,6,676,28530,5635,4054
comparator,col,12,7,608,26330,5232,3930
comparator,col,12,7,613,24912,5049,3565
comparator,col,12,7,723,26587,4205,4137
comparator,col,12,7,698,31141,5435,5001
comparator,col,12,7,588,30501,5526,3799
comparator,col,12,8,569,27745,5300,3778
comparator,col,12,8,634,27997,4990,3865
comparator,col,12,8,616,29281,5143,4304
comparator,col,12,8,598,26030,5046,3694
comparator,col,12,8,804,26155,4396,3962
comparator,col,13,1,550,21916,6212,3481
comparator,col,13,1,753,26879,5476,4074
comparator,col,13,1,652,25509,6154,4030
comparator,col,13,1,670,24451,6063,4075
comparator,col,13,1,677,23636,4799,3924
comparator,col,13,2,529,24783,6279,3720
comparator,col,13,2,633,27889,7155,4296
comparator,col,13,2,599,28878,6468,3871
comparator,col,13,2,587,25168,6278,3960
comparator,col,13,2,722,29514,6447,4604
comparator,col,13,3,591,28292,6568,3777
comparator,col,13,3,721,28874,5643,3993
comparator,col,13,3,603,26587,7332,3925
comparator,col,13,3,832,29804,5666,4237
comparator,col,13,3,566,27346,6059,3688
comparator,col,13,4,573,26316,6331,3842
comparator,col,13,4,712,28941,5441,3966
comparator,col,13,4,615,31908,6649,4290
comparator,col,13,4,669,29621,6894,4149
comparator,col,13,4,738,32709,5537,4746
comparator,col,13,5,672,34856,6932,4483
comparator,col,13,5,675,31179,5648,3880
comparator,col,13,5,693,30278,5334,4236
comparator,col,13,5,715,30788,5697,4139
comparator,col,13,5,617,31592,6707,3924
comparator,col,13,6,730,34793,5979,4325
comparator,col,13,6,645,35422,6677,3948
comparator,col,13,6,588,32714,6953,4107
comparator,col,13,6,698,33447,6517,4166
comparator,col,13,6,607,34784,6859,4164
comparator,col,13,7,779,37348,7007,5929
comparator,col,13,7,598,34170,6572,4021
comparator,col,13,7,677,36661,6228,3921
comparator,col,13,7,818,31736,5704,3924
comparator,col,13,7,678,38298,7270,4891
comparator,col,13,8,649,40584,7100,4403
comparator,col,13,8,570,35311,6809,3768
comparator,col,13,8,639,38666,6948,3937
comparator,col,13,8,775,39528,6174,4697
comparator,col,13,8,838,39589,6341,4581
comparator,col,14,1,619,26544,8631,4188
comparator,col,14,1,604,27796,8854,3972
comparator,col,14,1,736,25519,7895,3702
comparator,col,14,1,651,29097,8991,4256
comparator,col,14,1,637,31671,9368,4250
comparator,col,14,2,633,42138,10003,4361
comparator,col,14,2,658,40106,9131,4709
comparator,col,14,2,637,39283,10067,4067
comparator,col,14,2,663,38748,10047,4556
comparator,col,14,2,727,40877,9908,4659
comparator,col,14,3,659,44658,10389,4301
comparator,col,14,3,579,42487,10035,3864
comparator,col,14,3,797,44926,10489,4658
comparator,col,14,3,665,44647,10024,4689
comparator,col,14,3,665,41974,10186,4464
comparator,col,14,4,810,45415,9740,4301
comparator,col,14,4,734,49589,10484,4784
comparator,col,14,4,754,47565,9087,4496
comparator,col,14,4,625,48520,9990,4437
comparator,col,14,4,684,48020,9372,4263
comparator,col,14,5,736,48869,9283,4436
comparator,col,14,5,655,50384,10032,4338
comparator,col,14,5,711,54914,10628,5051
comparator,col,14,5,774,52673,9262,4409
comparator,col,14,5,657,53599,10743,4440
comparator,col,14,6,669,56676,10706,4199
comparator,col,14,6,724,54271,9870,4353
comparator,col,14,6,673,56628,10655,4354
comparator,col,14,6,665,54084,10543,3986
comparator,col,14,6,799,55014,9803,4503
comparator,col,14,7,802,62986,10089,4785
comparator,col,14,7,792,59786,9690,4496
comparator,col,14,7,775,63269,9853,4982
comparator,col,14,7,812,61719,10153,5241
comparator,col,14,7,722,60399,9633,4260
comparator,col,14,8,738,60588,10320,4181
comparator,col,14,8,806,66351,10949,4705
comparator,col,14,8,780,68528,11060,5487
comparator,col,14,8,784,67951,10927,5153
comparator,col,14,8,706,61333,10327,4034
comparator,col,15,1,752,58995,21858,4077
comparator,col,15,1,624,61632,22659,4472
comparator,col,15,1,706,59436,22590,4452
comparator,col,15,1,781,65746,22105,5279
comparator,col,15,1,782,65189,21698,4992
comparator,col,15,2,805,102048,26049,4045
comparator,col,15,2,607,106571,27477,4405
comparator,col,15,2,869,103515,25759,4975
comparator,col,15,2,716,105509,26444,4675
comparator,col,15,2,705,108987,27197,5348
comparator,col,15,3,859,105284,26114,4827
comparator,col,15,3,821,109459,26259,4874
comparator,col,15,3,831,110123,25801,4793
comparator,col,15,3,820,113605,27019,5182
comparator,col,15,3,784,112073,26053,4939
comparator,col,15,4,747,117487,26733,4887
comparator,col,15,4,1005,118921,26454,5803
comparator,col,15,4,844,119283,27393,5724
comparator,col,15,4,830,120670,27473,5016
comparator,col,15,4,850,118905,26442,5185
comparator,col,15,5,932,126357,27001,5655
comparator,col,15,5,724,121487,27499,5107
comparator,col,15,5,837,126216,27705,5215
comparator,col,15,5,836,124585,26943,4980
comparator,col,15,5,785,124506,28241,5298
comparator,col,15,6,1022,131273,28709,5740
comparator,col,15,6,880,138707,28071,6923
comparator,col,15,6,770,128666,27781,4863
comparator,col,15,6,882,133608,26917,5287
comparator,col,15,6,790,131799,28397,5629
comparator,col,15,7,1001,141733,27392,5706
comparator,col,15,7,1061,139285,26861,6103
comparator,col,15,7,974,140218,27772,5807
comparator,col,15,7,927,140154,27518,5075
comparator,col,15,7,891,139397,27926,5463
comparator,col,15,8,1091,149074,28066,6975
comparator,col,15,8,925,146844,26558,5565
comparator,col,15,8,846,144363,27209,5354
comparator,col,15,8,1046,150689,27363,5663
comparator,col,15,8,989,146126,26456,5763
comparator,col,16,1,792,236143,81224,5421
comparator,col,16,1,711,233022,83288,5169
comparator,col,16,1,786,231924,82463,5154
comparator,col,16,1,758,235724,81332,5153
comparator,col,16,1,1020,236943,83095,6589
comparator,col,16,2,908,294089,81586,6321
comparator,col,16,2,1064,298194,78843,6405
comparator,col,16,2,981,297826,79764,5698
comparator,col,16,2,750,296809,80191,5917
comparator,col,16,2,833,300908,79966,5587
comparator,col,16,3,881,316009,80234,5904
comparator,col,16,3,878,317700,81265,5638
comparator,col,16,3,909,312407,81069,5492
comparator,col,16,3,935,310367,79958,5964
comparator,col,16,3,781,314690,80065,6095
comparator,col,16,4,1025,322337,79474,6416
comparator,col,16,4,977,327967,77669,6386
comparator,col,16,4,991,326885,79835,5876
comparator,col,16,4,879,327969,81893,6411
comparator,col,16,4,1085,330132,80392,6619
comparator,col,16,5,1031,341588,81277,7012
comparator,col,16,5,1209,342599,82796,7590
comparator,col,16,5,1100,343351,81629,7078
comparator,col,16,5,1043,340358,81002,6542
comparator,col,16,5,1196,344990,80841,7717
comparator,col,16,6,1222,355459,79174,7856
comparator,col,16,6,1086,354896,80011,7543
comparator,col,16,6,1134,354230,80871,7270
comparator,col,16,6,1113,357795,82000,8057
comparator,col,16,6,1125,354638,81865,8408
comparator,col,16,7,1299,373851,79545,8735
comparator,col,16,7,1256,370378,82679,7846
comparator,col,16,7,1151,373588,83254,8365
comparator,col,16,7,1328,372155,80893,9947
comparator,col,16,7,1114,368530,80772,10004
comparator,col,16,8,1340,397988,81485,11579
comparator,col,16,8,1263,390351,81221,11595
comparator,col,16,8,1216,384851,81625,9872
comparator,col,16,8,1182,388647,80693,9397
comparator,col,16,8,1203,389442,81854,9793
comparator,col,17,1,803,587428,158884,6897
comparator,col,17,1,919,589105,158079,7599
comparator,col,17,1,814,582311,160469,6462
comparator,col,17,1,827,587921,158202,7313
comparator,col,17,1,976,589670,157617,7411
comparator,col,17,2,989,707280,142515,7457
comparator,col,17,2,993,700512,143487,7872
comparator,col,17,2,999,705659,146739,7794
comparator,col,17,2,982,701225,142345,8019
comparator,col,17,2,988,705733,143511,7878
comparator,col,17,3,1109,730644,145023,10481
comparator,col,17,3,1111,732262,146751,9499
comparator,col,17,3,1098,732373,146558,9860
comparator,col,17,3,1162,733723,144616,9638
comparator,col,17,3,1056,734096,147185,9447
comparator,col,17,4,1161,765248,149576,13495
comparator,col,17,4,1298,757511,144946,13651
comparator,col,17,4,1268,760266,144482,12762
comparator,col,17,4,1188,759523,146636,12309
comparator,col,17,4,1494,758664,144937,13864
comparator,col,17,5,1572,785479,143756,24570
comparator,col,17,5,1409,784381,146273,22020
comparator,col,17,5,1385,788585,149060,24734
comparator,col,17,5,1491,783309,147928,24161
comparator,col,17,5,1482,788045,145025,22791
comparator,col,17,6,1490,819034,145274,61339
comparator,col,17,6,1611,816399,147270,61875
comparator,col,17,6,1415,814901,149110,61003
comparator,col,17,6,1505,815221,146827,61601
comparator,col,17,6,1625,820156,149785,60471
comparator,col,17,7,1652,844606,145866,105460
comparator,col,17,7,1689,841659,148746,104291
comparator,col,17,7,1694,847510,146253,104161
comparator,col,17,7,1612,848426,148928,104154
comparator,col,17,7,1829,852278,150190,104470
comparator,col,17,8,1894,884883,145328,150590
comparator,col,17,8,1712,880945,149596,154372
comparator,col,17,8,1745,881027,148186,149275
comparator,col,17,8,1894,879316,147924,151733
comparator,col,17,8,1741,880572,148732,146914
comparator,col,18,1,1129,1393454,310220,12003
comparator,col,18,1,1283,1403704,311952,11795
comparator,col,18,1,1139,1395231,309354,10982
comparator,col,18,1,1085,1403352,308589,11327
comparator,col,18,1,987,1394139,310388,11745
comparator,col,18,2,1221,1656808,268105,27688
comparator,col,18,2,1255,1657909,263219,33975
comparator,col,18,2,1340,1649476,266132,24364
comparator,col,18,2,1335,1657449,266638,25694
comparator,col,18,2,1158,1655082,268460,25183
comparator,col,18,3,1560,1712877,267212,62542
comparator,col,18,3,1564,1715075,264947,62566
comparator,col,18,3,1615,1723962,270282,58132
comparator,col,18,3,1608,1703928,264833,59248
comparator,col,18,3,1647,1732000,273877,58984
comparator,col,18,4,1743,1758549,268159,141916
comparator,col,18,4,1858,1775576,269284,140775
comparator,col,18,4,1959,1769355,267013,147531
comparator,col,18,4,1913,1767404,266686,154265
comparator,col,18,4,1791,1760528,265701,141247
comparator,col,18,5,2104,1821272,269289,219730
comparator,col,18,5,2160,1828323,272556,215426
comparator,col,18,5,2021,1823614,268930,216311
comparator,col,18,5,2171,1822559,268245,216309
comparator,col,18,5,1979,1824539,269289,214822
comparator,col,18,6,2427,1891593,271948,291825
comparator,col,18,6,2738,1882116,272118,300453
comparator,col,18,6,2348,1884813,270714,292513
comparator,col,18,6,2467,1882563,271493,295478
comparator,col,18,6,2303,1882567,269301,293410
comparator,col,18,7,2730,1952133,270881,393032
comparator,col,18,7,2652,1956133,270654,385332
comparator,col,18,7,2630,1944883,269484,379112
comparator,col,18,7,2535,1945138,271134,375237
comparator,col,18,7,2434,1941772,272322,374598
comparator,col,18,8,2850,2032894,277768,481542
comparator,col,18,8,2968,2028213,276676,462698
comparator,col,18,8,2894,2024054,275380,462016
comparator,col,18,8,3014,2028273,271209,474934
comparator,col,18,8,2997,2030433,281103,469747
comparator,col,19,1,1493,3281503,592090,69296
comparator,col,19,1,1511,3288260,590313,45927
comparator,col,19,1,1443,3285127,594215,43695
comparator,col,19,1,1366,3281179,590083,49892
comparator,col,19,1,1425,3290317,592686,39683
comparator,col,19,2,1973,3882522,629305,578455
comparator,col,19,2,1935,3890067,628683,577796
comparator,col,19,2,2072,3882033,629351,566397
comparator,col,19,2,1919,3899887,631974,573836
comparator,col,19,2,2066,3899968,632596,573613
comparator,col,19,3,2545,4011398,633778,721307
comparator,col,19,3,2973,4017224,639343,717822
comparator,col,19,3,2658,3996684,634242,723177
comparator,col,19,3,2443,3998043,632384,719556
comparator,col,19,3,2499,4004455,631946,715209
comparator,col,19,4,3068,4121562,641422,865516
comparator,col,19,4,3179,4119159,632793,869904
comparator,col,19,4,3108,4119358,636809,868049
comparator,col,19,4,2941,4114966,635910,861696
comparator,col,19,4,3027,4116664,635773,862343
comparator,col,19,5,3631,4224191,646022,1024385
comparator,col,19,5,3504,4225989,653629,1013347
comparator,col,19,5,3662,4223056,650255,1014207
comparator,col,19,5,3457,4217490,651472,1013347
comparator,col,19,5,3598,4230979,638812,1012985
comparator,col,19,6,3923,4358763,652998,1175044
comparator,col,19,6,4027,4347641,645400,1181417
comparator,col,19,6,4148,4353985,652691,1180149
comparator,col,19,6,4193,4349046,652057,1166462
comparator,col,19,6,4197,4343108,649829,1167692
comparator,col,19,7,4822,4500276,655686,1340345
comparator,col,19,7,4575,4482319,651619,1343551
comparator,col,19,7,4935,4507080,645135,1348095
comparator,col,19,7,4870,4494071,651703,1338786
comparator,col,19,7,4800,4509407,657795,1345081
comparator,col,19,8,5437,4642027,654388,1517613
comparator,col,19,8,5440,4648392,659428,1514587
comparator,col,19,8,5295,4654488,660575,1518032
comparator,col,19,8,5360,4652403,645044,1516619
comparator,col,19,8,5560,4637846,661558,1500679
comparator,col,20,1,2326,7838693,1432156,2587851
comparator,col,20,1,2645,7830572,1434063,2557045
comparator,col,20,1,2645,7821407,1432993,2558852
comparator,col,20,1,2638,7829436,1437857,2552974
comparator,col,20,1,2636,7855759,1435584,2560092
comparator,col,20,2,3406,8993079,1455100,4060198
comparator,col,20,2,3259,8993459,1464646,4047801
comparator,col,20,2,3350,8987918,1451702,4068603
comparator,col,20,2,3351,8982690,1446923,4042339
comparator,col,20,2,3325,8978341,1449483,4050273
comparator,col,20,3,4742,9216274,1466742,4314784
comparator,col,20,3,4311,9248801,1458276,4314012
comparator,col,20,3,4372,9247519,1450859,4323894
comparator,col,20,3,5136,9260148,1452629,4319311
comparator,col,20,3,11884,9121165,1451945,4272660
comparator,col,20,4,5483,9524359,1463440,4606558
comparator,col,20,4,6431,9494964,1466284,4609211
comparator,col,20,4,6102,9528420,1467012,4638235
comparator,col,20,4,6378,9519046,1462167,4605440
comparator,col,20,4,5614,9496145,1467719,4610131
comparator,col,20,5,7654,9758502,1484252,4904554
comparator,col,20,5,6764,9722592,1490592,4897268
comparator,col,20,5,7556,9756353,1484402,4895953
comparator,col,20,5,6690,9759572,1462593,4903536
comparator,col,20,5,7592,9757905,1490645,4903347
comparator,col,20,6,10098,10063067,1502710,5258937
comparator,col,20,6,7699,10038078,1496173,5224368
comparator,col,20,6,7866,10041669,1505830,5236727
comparator,col,20,6,7908,10005753,1493401,5229999
comparator,col,20,6,9110,10030973,1484455,5238674
comparator,col,20,7,9232,10314983,1498203,5584853
comparator,col,20,7,9075,10307409,1488899,5578394
comparator,col,20,7,10443,10301345,1489235,5575570
comparator,col,20,7,10555,10337578,1491370,5572774
comparator,col,20,7,31766,10279499,1479222,5578018
comparator,col,20,8,10807,10622950,1501236,5936831
comparator,col,20,8,10653,10612364,1493667,5918658
comparator,col,20,8,12226,10665522,1491091,5946921
comparator,col,20,8,10544,10611760,1498567,5926666
comparator,col,20,8,10724,10638415,1486959,5963695
comparator,col,21,1,4114,18206283,2846536,11111176
comparator,col,21,1,3798,18243622,2859146,11114752
comparator,col,21,1,4751,18227166,2846866,11130611
comparator,col,21,1,4143,18208375,2834979,11118786
comparator,col,21,1,5478,18249921,2850361,11149446
comparator,col,21,2,6188,21206446,2853577,14326282
comparator,col,21,2,5866,21147009,2855995,14310788
comparator,col,21,2,6803,21324166,2851799,14342288
comparator,col,21,2,6821,21300019,2858518,14337846
comparator,col,21,2,5923,21185615,2853332,14350910
comparator,col,21,3,9670,21779511,2875056,14887252
comparator,col,21,3,8592,21755519,2858735,14874702
comparator,col,21,3,9669,21833901,2852413,14890458
comparator,col,21,3,9676,21830310,2858104,14897296
comparator,col,21,3,8668,21801740,2856631,14871594
comparator,col,21,4,11661,22354268,2860087,15469672
comparator,col,21,4,16249,22368862,2865550,15482778
comparator,col,21,4,11658,22334481,2862049,15473389
