category,count,columns,distribution,time,event,counter
pdq_static,16777216,4,correlated0.5,98618.339009,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.339313,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.339918,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.340785,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.341665,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.342541,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.343411,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.344299,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.345190,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.346067,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.346938,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.347810,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.348686,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.349562,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.350440,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.351316,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.352196,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.353093,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.353927,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.353930,branch-misses,20000
pdq_static,16777216,4,correlated0.5,98618.354556,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.355188,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.355813,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.356443,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.357071,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.357702,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.358332,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.358963,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.359591,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.360222,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.360851,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.361482,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.362128,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.362765,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.363393,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.363977,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.364460,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.364942,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.365428,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.365911,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.366388,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.366861,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.367348,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.367836,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.368317,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.368800,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.369283,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.369769,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.370254,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.370737,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.371219,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.371693,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.372173,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.372654,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.373141,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.373621,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.374105,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.374564,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.375003,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.375437,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.375887,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.376342,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.376788,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.377251,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.377683,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.378111,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.378543,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.378973,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.380554,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.382617,branch-misses,20000
pdq_static,16777216,4,correlated0.5,98618.382774,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.385029,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.387252,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.387598,branch-misses,20000
pdq_static,16777216,4,correlated0.5,98618.389415,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.391593,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.392373,branch-misses,20000
pdq_static,16777216,4,correlated0.5,98618.393751,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.395920,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.397232,branch-misses,20000
pdq_static,16777216,4,correlated0.5,98618.398058,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.400232,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.5,98618.402125,branch-misses,20000
pdq_static,16777216,4,correlated0.5,98618.402395,L1-dcache-load-misses,20000
