category,count,columns,cmd,pid,time,counter,event,ptr,fun,lib
row_all,16777216,3,simulation,6104,11651528.311357:,115653,cache-misses:,7f0b17a589c9,random+0x49,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.316979:,67506,branch-misses:,7f0b17a58ea1,rand+0x11,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.319962:,128670,cache-misses:,7f0b17a589b0,random+0x30,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.326764:,68545,branch-misses:,408463,FillColumns<unsigned,int>+0x273,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.329568:,132352,cache-misses:,7f0b17a58ea1,rand+0x11,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.336699:,68895,branch-misses:,7f0b17a589e2,random+0x62,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.339447:,133537,cache-misses:,7f0b17a58e9d,rand+0xd,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.346684:,68986,branch-misses:,7f0b17a58ea1,rand+0x11,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.349410:,133908,cache-misses:,7f0b17a589d4,random+0x54,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.356796:,68385,branch-misses:,7f0b17a58980,random+0x0,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.359500:,133273,cache-misses:,7f0b17a58e68,random_r+0x78,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.366707:,68851,branch-misses:,7f0b17a589d4,random+0x54,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.369448:,133763,cache-misses:,7f0b17a58e57,random_r+0x67,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.376683:,68992,branch-misses:,408463,FillColumns<unsigned,int>+0x273,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.379435:,133889,cache-misses:,7f0b17a58988,random+0x8,(/usr/lib/x86_64-linux-gnu/libc-2.31.so)
row_all,16777216,3,simulation,6104,11651528.386587:,146514,cache-misses:,40d88d,SimulateRowKeyMerge<unsigned,int>+0xb5d,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.389403:,269921,cache-misses:,40d881,SimulateRowKeyMerge<unsigned,int>+0xb51,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.389747:,51050,branch-misses:,ffffffff8d24317b,__pagevec_lru_add_fn+0x2b,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.394605:,391386,cache-misses:,40d8b1,SimulateRowKeyMerge<unsigned,int>+0xb81,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.402146:,475511,cache-misses:,40d8c8,SimulateRowKeyMerge<unsigned,int>+0xb98,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.411305:,506172,cache-misses:,ffffffff8d97bbf7,clear_page_erms+0x7,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.418473:,18485,branch-misses:,ffffffff8d24317b,__pagevec_lru_add_fn+0x2b,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.421051:,516133,cache-misses:,40d8a5,SimulateRowKeyMerge<unsigned,int>+0xb75,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.428867:,17940,branch-misses:,ffffffff8d15ca90,run_timer_softirq+0x0,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.430955:,519783,cache-misses:,40d895,SimulateRowKeyMerge<unsigned,int>+0xb65,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.438944:,17855,branch-misses:,40d8b4,SimulateRowKeyMerge<unsigned,int>+0xb84,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.440945:,520362,cache-misses:,40d88d,SimulateRowKeyMerge<unsigned,int>+0xb5d,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.449004:,17797,branch-misses:,40d875,SimulateRowKeyMerge<unsigned,int>+0xb45,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.450983:,518560,cache-misses:,40d8a1,SimulateRowKeyMerge<unsigned,int>+0xb71,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.458993:,17838,branch-misses:,40d8a1,SimulateRowKeyMerge<unsigned,int>+0xb71,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.460954:,519240,cache-misses:,40d8c4,SimulateRowKeyMerge<unsigned,int>+0xb94,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.469049:,17774,branch-misses:,ffffffff8d27257d,handle_mm_fault+0x1cd,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.470959:,519167,cache-misses:,40d8a8,SimulateRowKeyMerge<unsigned,int>+0xb78,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.479037:,17816,branch-misses:,40d899,SimulateRowKeyMerge<unsigned,int>+0xb69,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.480925:,520634,cache-misses:,40d8bd,SimulateRowKeyMerge<unsigned,int>+0xb8d,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.491466:,14560,branch-misses:,ffffffff8d98ef9d,_raw_spin_unlock_irqrestore+0xd,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.497362:,341150,cache-misses:,ffffffff8da010d0,page_fault+0x0,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.500403:,15784,branch-misses:,40dbd0,SimulateRowKeyMerge<unsigned,int>+0xea0,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.504575:,421156,cache-misses:,40dbd4,SimulateRowKeyMerge<unsigned,int>+0xea4,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.510018:,16248,branch-misses:,40dbd4,SimulateRowKeyMerge<unsigned,int>+0xea4,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.513550:,454516,cache-misses:,ffffffff8d97bbf9,clear_page_erms+0x9,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.519859:,16437,branch-misses:,40dba5,SimulateRowKeyMerge<unsigned,int>+0xe75,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.523023:,474930,cache-misses:,ffffffff8da010d0,page_fault+0x0,([kernel.kallsyms])
row_all,16777216,3,simulation,6104,11651528.529498:,16880,branch-misses:,40da98,SimulateRowKeyMerge<unsigned,int>+0xd68,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.532605:,489220,cache-misses:,40dbbc,SimulateRowKeyMerge<unsigned,int>+0xe8c,(/experiments/sorting_simulation/simulation)
row_all,16777216,3,simulation,6104,11651528.539299:,17140,branch-misses:,40dab3,SimulateRowKeyMerge<unsigned,int>+0xd83,(/experiments/sorting_simulation/simulation)
