category,count,columns,distribution,time,event,counter
pdq_static,16777216,3,correlated0.4, 2150.038677,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.038970,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.039827,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.040663,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.041525,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.042398,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.043257,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.044119,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.044974,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.045828,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.046675,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.047505,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.048273,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.049035,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.049797,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.050562,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.051323,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.052091,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.052872,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.053644,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.054405,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.055175,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.055943,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.056713,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.057472,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.058053,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.058056,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.058628,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.059207,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.059784,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.060368,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.060956,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.061538,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.062116,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.062714,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.063297,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.063885,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.064468,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.065053,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.065633,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.066220,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.066799,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.067348,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.067806,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.068268,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.068726,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.069184,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.069644,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.070102,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.070558,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.071025,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.071475,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.071926,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.072383,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.072844,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.073305,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.073767,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.074222,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.074680,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.075138,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.075599,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.076056,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.076521,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.076977,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.077441,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.077871,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.078304,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.078740,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.080034,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.082230,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.082579,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.084477,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.086634,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.087499,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.088813,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.090972,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.092321,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.093157,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.095298,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.097154,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.097477,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.099708,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.101902,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.102020,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.104082,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.106282,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.106881,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.108468,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.110654,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.111630,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.112828,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.115007,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.116517,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.117198,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.119402,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.121271,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.121572,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.123693,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.125827,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.126138,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.127988,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.130141,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.130900,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.132322,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.134513,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.135857,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.136756,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.138936,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.140768,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.141256,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.143440,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.145631,branch-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.145632,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.4, 2150.147425,L1-dcache-load-misses,20000
