category,count,columns,distribution,time,event,counter
pdq_static,16777216,4,correlated0.1,98592.935922,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.936245,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.936891,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.937780,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.938663,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.939539,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.940414,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.941273,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.942138,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.943008,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.943873,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.944700,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.945525,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.946357,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.947191,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.948012,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.948833,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.949640,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.950276,branch-misses,20000
pdq_static,16777216,4,correlated0.1,98592.950439,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.951256,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.952082,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.952901,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.953724,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.954445,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.955063,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.955672,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.956275,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.956884,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.957492,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.958102,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.958711,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.959319,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.959924,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.960540,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.961155,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.961762,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.962382,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.962987,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.963592,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.964143,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.964615,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.965085,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.965566,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.966040,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.966516,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.966990,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.967466,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.967938,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.968412,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.968883,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.969361,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.969836,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.970313,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.970785,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.971260,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.971732,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.972206,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.972678,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.973154,L1-dcache-load-misses,20000
pdq_static,16777216,4,correlated0.1,98592.973627,L1-dcache-load-misses,20000
