category,count,columns,distribution,time,event,counter
pdq_static,16777216,3,correlated0.6, 2179.878259,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.878552,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.879406,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.880251,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.881112,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.881973,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.882837,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.883693,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.884547,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.885407,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.886236,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.887040,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.887841,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.888651,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.889451,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.890263,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.891064,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.891870,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.892677,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.893484,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.894284,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.895090,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.895840,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.896434,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.897024,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.897434,branch-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.897613,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.898216,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.898812,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.899405,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.900003,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.900599,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.901198,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.901793,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.902385,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.902979,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.903574,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.904163,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.904758,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.905353,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.905882,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.906337,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.6, 2179.906797,L1-dcache-load-misses,20000
