category|count|columns|cmd|pid|time|counter|event
col_all|16777216|3|simulation|6905|11691589.300739910:|3085|cache-misses:
col_all|16777216|3|simulation|6905|11691589.301747599:|25516|branch-misses:
col_all|16777216|3|simulation|6905|11691589.304779465:|3085|cache-misses:
col_all|16777216|3|simulation|6905|11691589.305785214:|25432|branch-misses:
col_all|16777216|3|simulation|6905|11691589.308761108:|3093|cache-misses:
col_all|16777216|3|simulation|6905|11691589.309769230:|25433|branch-misses:
col_all|16777216|3|simulation|6905|11691589.312778176:|3089|cache-misses:
col_all|16777216|3|simulation|6905|11691589.313757268:|25488|branch-misses:
col_all|16777216|3|simulation|6905|11691589.316755669:|3100|cache-misses:
col_all|16777216|3|simulation|6905|11691589.317802046:|25402|branch-misses:
col_all|16777216|3|simulation|6905|11691589.320645724:|3102|cache-misses:
col_all|16777216|3|simulation|6905|11691591.320931894:|3102|cache-misses:
col_all|16777216|3|simulation|6905|11691591.321136204:|5593|cache-misses:
col_all|16777216|3|simulation|6905|11691591.321430114:|18531|cache-misses:
col_all|16777216|3|simulation|6905|11691591.321858127:|25037|branch-misses:
col_all|16777216|3|simulation|6905|11691591.322400795:|51016|cache-misses:
col_all|16777216|3|simulation|6905|11691591.324976231:|72742|cache-misses:
col_all|16777216|3|simulation|6905|11691591.325465890:|26145|branch-misses:
col_all|16777216|3|simulation|6905|11691591.328712177:|75017|cache-misses:
col_all|16777216|3|simulation|6905|11691591.329282436:|26674|branch-misses:
col_all|16777216|3|simulation|6905|11691591.331748981:|76000|cache-misses:
col_all|16777216|3|simulation|6905|11691591.331957888:|26974|branch-misses:
col_all|16777216|3|simulation|6905|11691591.333126389:|106239|cache-misses:
col_all|16777216|3|simulation|6905|11691591.333339553:|37531|branch-misses:
col_all|16777216|3|simulation|6905|11691591.334995320:|143185|cache-misses:
col_all|16777216|3|simulation|6905|11691591.335237201:|54058|branch-misses:
col_all|16777216|3|simulation|6905|11691591.337545781:|184254|cache-misses:
col_all|16777216|3|simulation|6905|11691591.337976591:|65577|branch-misses:
col_all|16777216|3|simulation|6905|11691591.340818323:|197655|cache-misses:
col_all|16777216|3|simulation|6905|11691591.341295415:|71158|branch-misses:
col_all|16777216|3|simulation|6905|11691591.344344795:|208720|cache-misses:
col_all|16777216|3|simulation|6905|11691591.344916382:|73570|branch-misses:
col_all|16777216|3|simulation|6905|11691591.347988063:|215368|cache-misses:
col_all|16777216|3|simulation|6905|11691591.348561437:|76422|branch-misses:
col_all|16777216|3|simulation|6905|11691591.351753321:|221012|cache-misses:
col_all|16777216|3|simulation|6905|11691591.352345623:|78259|branch-misses:
col_all|16777216|3|simulation|6905|11691591.355594414:|224761|cache-misses:
col_all|16777216|3|simulation|6905|11691591.356203264:|79497|branch-misses:
col_all|16777216|3|simulation|6905|11691591.359452828:|228351|cache-misses:
col_all|16777216|3|simulation|6905|11691591.360077640:|80539|branch-misses:
col_all|16777216|3|simulation|6905|11691591.363364613:|230598|cache-misses:
col_all|16777216|3|simulation|6905|11691591.364009376:|80944|branch-misses:
col_all|16777216|3|simulation|6905|11691591.367313626:|232016|cache-misses:
col_all|16777216|3|simulation|6905|11691591.367936946:|81559|branch-misses:
col_all|16777216|3|simulation|6905|11691591.371349434:|230607|cache-misses:
col_all|16777216|3|simulation|6905|11691591.371950553:|82047|branch-misses:
col_all|16777216|3|simulation|6905|11691591.375061748:|238040|cache-misses:
col_all|16777216|3|simulation|6905|11691591.376282827:|79079|branch-misses:
col_all|16777216|3|simulation|6905|11691591.378813727:|242943|cache-misses:
col_all|16777216|3|simulation|6905|11691591.380428788:|77907|branch-misses:
col_all|16777216|3|simulation|6905|11691591.382666606:|247130|cache-misses:
col_all|16777216|3|simulation|6905|11691591.384507270:|77422|branch-misses:
col_all|16777216|3|simulation|6905|11691591.386573187:|249444|cache-misses:
col_all|16777216|3|simulation|6905|11691591.388496394:|77364|branch-misses:
col_all|16777216|3|simulation|6905|11691591.390464306:|252338|cache-misses:
col_all|16777216|3|simulation|6905|11691591.392503814:|77350|branch-misses:
col_all|16777216|3|simulation|6905|11691591.394428050:|253242|cache-misses:
col_all|16777216|3|simulation|6905|11691591.396519058:|77278|branch-misses:
col_all|16777216|3|simulation|6905|11691591.398370536:|254957|cache-misses:
col_all|16777216|3|simulation|6905|11691591.400529106:|77205|branch-misses:
col_all|16777216|3|simulation|6905|11691591.402354033:|255558|cache-misses:
col_all|16777216|3|simulation|6905|11691591.404524331:|77419|branch-misses:
col_all|16777216|3|simulation|6905|11691591.406178235:|260579|cache-misses:
col_all|16777216|3|simulation|6905|11691591.409058919:|73169|branch-misses:
col_all|16777216|3|simulation|6905|11691591.409519019:|277326|cache-misses:
col_all|16777216|3|simulation|6905|11691591.412964317:|291448|cache-misses:
col_all|16777216|3|simulation|6905|11691591.413385676:|70872|branch-misses:
col_all|16777216|3|simulation|6905|11691591.416579565:|304569|cache-misses:
col_all|16777216|3|simulation|6905|11691591.417549685:|69723|branch-misses:
col_all|16777216|3|simulation|6905|11691591.420317212:|313762|cache-misses:
col_all|16777216|3|simulation|6905|11691591.421684533:|69047|branch-misses:
col_all|16777216|3|simulation|6905|11691591.424213889:|318201|cache-misses:
col_all|16777216|3|simulation|6905|11691591.425734317:|68390|branch-misses:
col_all|16777216|3|simulation|6905|11691591.428608685:|305927|cache-misses:
col_all|16777216|3|simulation|6905|11691591.431080411:|59445|branch-misses:
col_all|16777216|3|simulation|6905|11691591.432683194:|301662|cache-misses:
col_all|16777216|3|simulation|6905|11691591.435898573:|54978|branch-misses:
col_all|16777216|3|simulation|6905|11691591.436577482:|305576|cache-misses:
col_all|16777216|3|simulation|6905|11691591.440348606:|52503|branch-misses:
col_all|16777216|3|simulation|6905|11691591.440455927:|310164|cache-misses:
col_all|16777216|3|simulation|6905|11691591.444859039:|50263|branch-misses:
col_all|16777216|3|simulation|6905|11691591.445037193:|303584|cache-misses:
col_all|16777216|3|simulation|6905|11691591.450653143:|42106|branch-misses:
col_all|16777216|3|simulation|6905|11691591.452025903:|225134|cache-misses:
col_all|16777216|3|simulation|6905|11691591.455598160:|38179|branch-misses:
col_all|16777216|3|simulation|6905|11691591.457057812:|199759|cache-misses:
col_all|16777216|3|simulation|6905|11691591.460135578:|36020|branch-misses:
col_all|16777216|3|simulation|6905|11691591.461470137:|191710|cache-misses:
