category,count,columns,distribution,time,event,counter
pdq_static,16777216,3,correlated0.8, 2209.718081,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.718372,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.719207,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.720041,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.720907,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.721739,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.722569,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.723408,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.724230,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.725045,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.725867,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.726687,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.727513,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.728263,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.728853,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.729445,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.730029,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.730616,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.731202,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.731785,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.732373,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.732981,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.733598,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.734219,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.734838,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.735459,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.735462,branch-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.736080,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.736698,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.737321,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.737932,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.738454,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.738921,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.739394,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.739864,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.740334,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.740803,L1-dcache-load-misses,20000
pdq_static,16777216,3,correlated0.8, 2209.741273,L1-dcache-load-misses,20000
